Name:	Kotgarhi, also known as Kotgurui, Sodochi, Shodochi
SIL classification: 	Indo-European > Indo-Iranian > Indo-Aryan > Northern Zone > Western Pahari > Mahasu Pahari > Upper Mahasu Pahari > Kotgarhi
ISO 639-3 code:	No code
WALS classification:	Family: Indo-European > Genus: Indic
WALS coordinates: 	
Compiler:	Anju Saxena
Data entry personnel:	David Karlander
License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License

S01.100	the world	dunia, prīthɪ, prīthwɪ		The Amazon is the longest river in the world.
S02.380	the married man	-		As a married man he had more privileges. 
S02.390	the married woman	-		As a married woman she had more privileges.
S02.410	the son	dzao, beʈku	beʈku 'son, small son'	I have one son and one daughter.
S02.420	the daughter	dzai		I have one son and one daughter.
S02.430	the child(2)	-		I have two children, a son and a daughter.
S02.440	the brother	paŋgra		I have two brothers, one younger and one older than me.
S02.444	the older brother	-		My older brother is married, but my younger brother still lives at home.
S02.445	the younger brother	ɔ̀knɔ b'ài		My older brother is married, but my younger brother still lives at home.
S02.450	the sister	bɛ̄ɳ		I have two sisters, one younger and one older than me.
S02.454	the older sister	d'ai, daɪ		My older sister is married, but my younger sister still lives at home.
S02.455	the younger sister	tshɛ̄ɪ, bɛ̄ɳ		My older sister is married, but my younger sister still lives at home.
S02.456	the sibling	-		I have two siblings, one brother and one sister.
S02.458	the twins	dogrɛ		–
S02.460	the grandfather	da:d, na:n 	da:d 'father's father', na:n 'mother's father'	My grandfather is 80 years old.
S02.461	the old man	-		That old man looks like my grandfather.
S02.470	the grandmother	dad:ɪ, nan:ɪ 	dad:i 'father's mother', nan:i 'mother's mother'	My grandmother is 70 years old.
S02.471	the old woman	-		That old woman looks like my grandmother.
S02.480	the grandson	pocʈu		My grandson is 5 years older than my granddaughter.
S02.490	the granddaughter	pocʈɪ		My grandson is 5 years older than my granddaughter.
S02.510	the uncle	-		I have two uncles, one on my father's side and one on my mother's side.
S02.511	the mother's brother	ma:m		–
S02.512	the father's brother	ka:k		–
S02.520	the aunt	-		–
S02.521	the mother's sister	mamɪ		–
S02.522	the father's sister	bʊi		–
S02.530	the nephew	-		–
S02.540	the niece	-		–
S02.550	the cousin	-		–
S02.560	the ancestors	-		–
S02.570	the descendants	-		–
S02.610	the father-in-law (of a man)	ʃēurɔ, ʃɔ̄:rɔ		–
S02.611	the father-in-law (of a woman)	ʃēurɔ, ʃɔ̄:rɔ		–
S02.620	the mother-in-law (of a man)	ʃāʃ:u		–
S02.621	the mother-in-law (of a woman)	ʃāʃ:u		–
S02.630	the son-in-law (of a man)	dzwaĩ		–
S02.631	the son-in-law (of a woman)	dzwaĩ		–
S02.640	the daughter-in-law (of a man)	bɔ̄ u		–
S02.641	the daughter-in-law (of a woman)	bɔ̄ u		–
S02.710	the stepfather	-		–
S02.720	the stepmother	-		–
S02.730	the stepson	-		–
S02.740	the stepdaughter	-		–
S02.750	the orphan	-		–
S02.760	the widow	bɪdwā, ra:ɳɖ, ra:ɳɖɪ	bɪdwā 'widow (in a respectful sense)', ra:ɳɖ, raɳɖɪ 'widow (disrespectfully)'	–
S02.770	the widower	ra:ɳɖo, ra:ɳɖu		–
S02.810	the relatives	nat:ɛ rɪʃtɛ		–
S02.820	the family	bərindɽu		–
S02.910	ɪ	ũ , mũ		–
S02.920	you (singular)	tu:, tu		–
S02.930	he/she/it	sɔ̄ 		–
S02.940	we	-		–
S02.941	we (inclusive)	-		–
S02.942	we (exclusive)	-		–
S02.950	you (plural)	tue		–
S02.960	they	-		–
S03.110	the animal	-		On the small island they found rabbits, foxes, snakes, mice and many other animals.
S03.120	male(2)	-		Only male lions have manes.
S03.130	female(2)	-		Only female monkeys look after their offspring.
S03.150	the livestock	-		–
S03.160	the pasture	g'ās:əɳ		–
S03.180	the herdsman	-		–
S03.190	the stable or stall	stɔbəl		–
S03.200	the cattle	goru		–
S03.210	the bull	ʃā:ɳɖ		–
S03.220	the ox	bɔɭd		
S03.230	the cow	gau		–
S03.240	the calf	dz'o:ʈ, bāʈ:shu		–
S03.250	the sheep	b'è:ɽ		The farmers raised sheep for wool and milk.
S03.260	the ram	khāɖ:u 		–
S03.280	the ewe	b'èɽɪ		–
S03.290	the lamb	dzɔɽu		–
S03.320	the boar	-		The hunter shot the boar in the forest.
S03.340	the sow	-		–
S03.350	the pig	sūŋgər		There are three pigs in the sty.
S03.360	the goat	tshelo, tshelʈu		–
S03.370	the he-goat	bakrɔ		–
S03.380	the kid	tshelo, tshelʈu	goat, kid'	–
S03.410	the horse	g'òɽɔ		The policeman mounted the horse and rode away.
S03.420	the stallion	-		–
S03.440	the mare	-		–
S03.450	the foal or colt	-		–
S03.460	the donkey	gād:'ɔ		That donkey is almost as large as a horse.
S03.470	the mule	khāt:sər		–
S03.500	the fowl	-		–
S03.520	the cock/rooster	kukhɽɔ		The farmer owns ten hens but only two roosters.
S03.540	the hen	kʊ-khɽɪ, kukhɽe		The farmer owns ten hens but only two roosters.
S03.550	the chicken	-		–
S03.560	the goose	-		–
S03.570	the duck	-		–
S03.580	the nest	kōɭ:		Many birds build nests in trees.
S03.581	the bird	ciuŋkhu, paŋkhɽu, pāntshɪ		–
S03.582	the seagull	-		–
S03.583	the heron	-		–
S03.584	the eagle	-		–
S03.585	the hawk	mərɛre		–
S03.586	the vulture	kauʃəɳ, |mɔr|tsuŋg		–
S03.591	the bat	-		–
S03.592	the parrot	ʃū:		–
S03.593	the crow	kau, kagu, kwago		–
S03.594	the dove	gugte, g'ʊ`gtɪ 		–
S03.596	the owl	-		–
S03.610	the dog	kuk:ər		–
S03.614	the rabbit	-		–
S03.620	the cat	bəraɭe		–
S03.622	the opossum	-		–
S03.630	the mouse or rat	mūʃ:ɔ		–
S03.650	the fish	mātshɭɪ, māts:hɪ		–
S03.652	the fin	-		–
S03.653	the scale	-		–
S03.654	the gill	-		–
S03.655	the shell	-		–
S03.661	the shark	-		–
S03.662	the porpoise or dolphin	-		–
S03.663	the whale	-		–
S03.664	the stingray	-		–
S03.665	the freshwater eel	-		–
S03.710	the wolf	-		–
S03.720	the lion	sɪ		–
S03.730	the bear	rɪk:h		–
S03.740	the fox	lɔmbɽe		–
S03.750	the deer	mɪrg, 'irəɳ		–
S03.760	the monkey	gʊɳɪ	a species of monkey with black face and grey hair'	–
S03.770	the elephant	-		–
S03.780	the camel	ʊ̃:ʈ		–
S03.810	the insect	maŋgɳɪ	bug'	–
S03.811	the head louse	-		–
S03.812	the nit	-		–
S03.813	the flea	-		–
S03.814	the centipede	-		–
S03.815	the scorpion	-		–
S03.816	the cockroach	-		–
S03.817	the ant	kɪmblɪ, khīmblɪ, cɪ:ʈ		–
S03.818	the spider	-		–
S03.819	the spider web	-		–
S03.820	the bee	b'ɔ`nru 		–
S03.821	the beeswax	-		–
S03.822	the beehive	-		–
S03.823	the wasp	-		–
S03.830	the fly	māk:hɔ, māŋkhɔ		–
S03.831	the sandfly or midge or gnat	-		–
S03.832	the mosquito	-		–
S03.840	the worm	kɪɽɔ		–
S03.850	the snake	sā:p		–
S03.910	the firefly	-		–
S03.920	the butterfly	-		–
S03.930	the grasshopper	-		–
S03.940	the snail	-		–
S03.950	the frog	mɪɳɖkɔ		–
S03.960	the lizard	kīk-həɳ		–
S03.970	the crocodile or alligator	-		–
S03.980	the turtle	-		–
S04.110	the body	dēɪ		–
S04.120	the skin or hide	tsamɽɪ , khālʈɔ, tsɔŋkɽo	tsamɽɪ 'human skin', khālʈɔ 'animal hide', tsɔŋkɽo 'raw hide of cattle'	–
S04.130	the flesh	mās, ma:s		–
S04.140	the hair	ba:ɭ, 		–
S04.142	the beard	dāɽ'ɪ		–
S04.144	the body hair	-		–
S04.145	the pubic hair	dz'àɳɖɛ		–
S04.146	the dandruff	-		–
S04.150	the blood	lōu		–
S04.151	the vein or artery	naɽɪ		–
S04.160	the bone	àɖ:		–
S04.162	the rib	ʃāpɽɔ		–
S04.170	the horn	ʃī:ŋg 		–
S04.180	the tail	pundz'əɽ, pundz'ʈa , pundz'ʈɪ, pundz'ɽɪ	pundz'əɽ 'tail, big tail', pundz'ʈa 'tail, long tail', pundz'ʈe, pundz'ʈɪ, pundz'ɽ, pundz'ɽɪ 'tail, small tail'	–
S04.190	the back	cigɔɽ		–
S04.191	the spine	-		–
S04.200	the head	mʊ:ɳɖ		–
S04.201	the temples	-		–
S04.202	the skull	ʈa:ɳʈ		
S04.203	the brain	mɪndzɔ		–
S04.204	the face	mū:n 		–
S04.205	the forehead	-		–
S04.207	the jaw	tsɔrnɪ		The boxer punched his opponent on the jaw.
S04.208	the cheek	khāk:hu, khāk:hulɔ, khākhlɔ, glɔnto		–
S04.209	the chin	tshɔ̄:ɳʈɪ		–
S04.210	the eye	āk:h, a:kh, a:ŋkh, nɛ:ɳ		–
S04.212	the eyebrow	b'rìũ, b'rèũ		–
S04.213	the eyelid	-		–
S04.214	the eyelash	-		–
S04.215	to blink	-		I blinked as I came out into the sunlight.
S04.220	the ear	ka:n		–
S04.221	the earlobe	-		–
S04.222	the earwax	-		–
S04.230	the nose	na:k		–
S04.231	the nostril	nəkthūɳɪ 		–
S04.232	the nasal mucus	ʃīm:', ʃɪ:m'		–
S04.240	the mouth	kha:b, ɟa:t, ʈo:ʈ, b'òbəɽ		–
S04.241	the beak	tsu:ndz		–
S04.250	the lip	ōʈ:h 		–
S04.260	the tongue	dzīb:		–
S04.270	the tooth	da:nd, dant		–
S04.271	the gums	-		–
S04.272	the molar tooth	dāɽ'		–
S04.280	the neck	ɔʈho, kɛrɪ, ke:r		–
S04.281	the nape of the neck	-		–
S04.290	the throat	g'àɳɖu, ʃāŋgɔ, ʃāŋge		–
S04.300	the shoulder	kan:'		–
S04.301	the shoulderblade	-		–
S04.302	the collarbone	-		–
S04.310	the arm	bā:,bāɪ		–
S04.312	the armpit	kāt:sh		–
S04.320	the elbow	ɔɽkəɳ, ɔɽkɳɪ, kʊnɪ		–
S04.321	the wrist	pɔ̄:ndzɔ, bɪɳɪ		–
S04.330	the hand	āt:h		–
S04.331	the palm of the hand	thənɔɭɪ		–
S04.340	the finger	ɔɳʈhe, gɔ̄ɳʈhɪ		–
S04.342	the thumb	ɔɳʈho, gɔ̄ɳʈhɔ		–
S04.344	the fingernail	nɔ̄ʃ		–
S04.345	the claw	nɔ̄ ʃ		The cat dug his claws into my leg.
S04.350	the leg	khʊʈe , baguɳɔ, bagɳɔ	khʊʈe 'leg (of domestic animal)'	–
S04.351	the thigh	thaɪ		–
S04.352	the calf of the leg	pɪl:ɪ		–
S04.360	the knee	dzaɳu, dzanu		–
S04.370	the foot	pɛ:r , la:t		–
S04.371	the ankle	g'ùɳɖɭɔ, g'ʊɳɖo		–
S04.372	the heel	phēnɪ		–
S04.374	the footprint	kho:dz		–
S04.380	the toe	-		–
S04.392	the wing	pāŋkh, paŋkho, pāŋkhɽɔ		–
S04.393	the feather	pāŋkh, paɳkho, pākhɽɔ		–
S04.400	the chest	ìɔ`, 'ì:k		–
S04.410	the breast	dud'u		–
S04.412	the nipple or teat	bubu		–
S04.420	the udder	ɛn:ɔ		–
S04.430	the navel	nāɪ		–
S04.440	the heart	cənalʈu		–
S04.441	the lung	b'ɔ̄ʃ		–
S04.450	the liver	-		–
S04.451	the kidney	-		–
S04.452	the spleen	-		–
S04.460	the stomach	kakre		Her stomach could not digest the tough meat.
S04.461	the intestines or guts	pərkɛñɟi, pəkrɛñɟi		–
S04.462	the waist	kūk:hɪ 		–
S04.463	the hip	-		–
S04.464	the buttocks	tsaŋgər		–
S04.470	the womb	ɟu:n		–
S04.490	the testicles	aɳɖɪ, phī:nts, bat:o	āɳɖɪ, phī:nts, bat:o 'testicle, singular'	
S04.492	the penis	baŋgʈɔ, la:ɳɖ		–
S04.510	to breathe	nəsāsɳõ	to breathe heavily'	–
S04.520	to yawn	ʃwāuɳõ		–
S04.521	to hiccough	-		–
S04.530	to cough	khūŋgɳõ		–
S04.540	to sneeze	tshīŋkɳõ		–
S04.550	to perspire	pəsī:ɳõ		–
S04.560	to spit	thūkɳõ		–
S04.570	to vomit	-		–
S04.580	to bite	cakɳõ		–
S04.590	to lick	-		–
S04.591	to dribble	-		Watch out, the baby is dribbling on your shirt!
S04.610	to sleep	sutiɳo		–
S04.612	to snore	gəraɳno		–
S04.620	to dream	-		–
S04.630	to wake up	dzagərnõ		I wake up at seven every morning.
S04.640	to fart	-		–
S04.650	to piss	mucɳõ		–
S04.660	to shit	-		–
S04.670	to have sex	makɽɪ la:ɳɪ		–
S04.680	to shiver	-		–
S04.690	to bathe	n'ēuɳõ 		She likes to bathe before going to bed.
S04.710	to beget	-		–
S04.720	to be born	dza:ɳõ		–
S04.730	pregnant	-		–
S04.732	to conceive	-		
S04.740	to be alive	-		I thought he was dead, but he's still alive.
S04.750	to die	mɔrnõ , muɔ		–
S04.751	to drown	dʊbɳõ		The dog fell into the river and drowned.
S04.760	to kill	dz'àŋgɳõ		–
S04.770	the corpse	mɔɽɔ, murdɔ		–
S04.780	to bury	dabɳõ		–
S04.790	the grave	-		–
S04.810	strong	zɔbər		She's a strong woman and can lift 50 kilos.
S04.820	weak	kəmzo:r		He's so weak that he cannot even lift 5 kilos.
S04.830	healthy	tɔkɽo		–
S04.840	sick/ill	bəma:r		–
S04.841	the fever	dzɔr		–
S04.842	the goitre/goiter	-		–
S04.843	the cold	-		He caught a cold after swimming in the lake at night.
S04.850	the wound or sore	-		–
S04.852	the bruise	-		–
S04.853	the swelling	-		–
S04.854	the itch	khənɛuɳɪ		The itch was caused by an insect bite.
S04.855	the blister	-		–
S04.856	the boil	dūkhɳɔ		The boy's body is covered in boils.
S04.857	the pus	-		–
S04.858	the scar	-		
S04.860	to cure	-		The treatment cured the patient's illness.
S04.870	the physician	wɛda, bɛda, bɔido		–
S04.880	the medicine	ɔ̄k:höt		–
S04.890	the poison	ʃāŋkhiɔ		–
S04.910	tired	ʃānd'ɳõ	to be tired, to get tired'	–
S04.912	to rest	bəʃēũ kɔrnõ 		–
S04.920	lazy	|dɔli |bɔlo, nəkam:uɔ		–
S04.930	bald	gandzɔ		–
S04.940	lame	laŋgɽɔ		–
S04.950	deaf	ʈɔɳɔ		–
S04.960	mute	-		–
S04.970	blind	ānd'ɔ		–
S04.980	drunk	-		They became drunk after drinking too much beer.
S04.990	naked	naŋgɔ		The child does not like to wear clothes, and goes around naked.
S05.110	to eat	ʈʊkɳõ, thʊ̄ŋgɳõ, dɔʈɳõ	dɔʈɳõ 'to eat one's fill'	The child has eaten the fruit.
S05.120	the food	khā:ɳ 		–
S05.121	cooked	pak:ɔ		Cooked bananas taste even better than raw bananas.
S05.122	raw	katsɔ		Cooked bananas taste even better than raw bananas.
S05.123	ripe	pak:ɔ		Unripe bananas have a green colour, whereas ripe bananas are yellow.
S05.124	unripe	katsɔ		Unripe bananas have a green colour, whereas ripe bananas are yellow.
S05.125	rotten	-		a rotten apple or mango
S05.130	to drink	pɪ:ɳõ		drink water
S05.140	to be hungry	-		–
S05.141	the famine	ka:ɭ		–
S05.150	to be thirsty	-		–
S05.160	to suck	cūʃɳõ 		The baby is sucking milk.
S05.180	to chew	tsabɳõ		This meat is so tough I can hardly chew it!
S05.181	to swallow	g'ʊ̀ʈɳõ		You need to chew this meat well before you can swallow it.
S05.190	to choke	gəsɛ̄ɭhɳö	to be pressed, choked, get suffocated'	The smoke was choking the fire fighters./The assailant choked his victim.
S05.210	to cook	sīʈɳõ		She was cooking a soup for her mother.
S05.220	to boil	ubəɭnõ	bwaɭnõ 'to boil (trans.)'	The water is boiling.
S05.230	to roast or fry	b'ùdzɳõ		–
S05.240	to bake	-		We are baking some bread.
S05.250	the oven	tsu:l, tsul:ɔ	tsul:ɔ 'big oven'	–
S05.260	the pot	aɳɖko, 'aɳɖku		He is cooking soup for the whole family in a big pot.
S05.270	the kettle	pətile, kəɽāu	kəɽāu 'iron pot'	The water is boiling in the kettle.
S05.280	the pan	kəɽā:		–
S05.310	the dish	thāɭɪ		–
S05.320	the plate	kōʃʈɔ		–
S05.330	the bowl	tāʈ:h	bowl for food'	–
S05.340	the jug/pitcher	loʈɽe, loʈɽu	small water jug'	–
S05.350	the cup	-		–
S05.360	the saucer	-		–
S05.370	the spoon	tsɪməts		He ate the soup with a spoon. 
S05.380	the knife(1)	tsak:u	knife of unspecified type'	–
S05.390	the fork	-		–
S05.391	the tongs	-		–
S05.410	the meal	khā:ɳ, b'òdzən		Dinner is the main meal of the day for most people.
S05.420	the breakfast	ɟīʃɛ̄:rɪ, n'wàrɪ		–
S05.430	the lunch	kəlɛ:r		–
S05.440	the dinner	bɛɭɪ		–
S05.450	the supper	bɛɭɪ		–
S05.460	to peel	-		This knife is good for peeling potatoes.
S05.470	to sieve or to strain	-		She strained the coffee before serving it.
S05.480	to scrape	-		Scrape the carrots and slice them thinly.
S05.490	to stir or to mix	g'òɭɳõ		–
S05.510	the bread	pʊɽɪ, mɪ:r, roʈɪ	pʊɽɪ 'thin bread', mi:r 'small single bread', roʈɪ	–
S05.530	the dough	pīʈ:hɔ		–
S05.540	to knead	baʈɳõ, mūtshɳõ		Knead the dough for three minutes.
S05.550	the flour	aʈ:ɔ		–
S05.560	to crush or to grind	pīʃɳõ		–
S05.570	the mill	-	g'ɔ̀rʈ 'water mill'	–
S05.580	the mortar(1)	-		–
S05.590	the pestle	mūəɭ, mʊ̄ :ɭ		
S05.610	the meat	ʃīk:h, ʃīkhʈɪ		–
S05.630	the sausage	-		–
S05.640	the soup	-		Clear chicken soup can relieve the symptoms of the common cold.
S05.650	the vegetables	b'àdzɪ, b'ulka		–
S05.660	the bean	-		–
S05.700	the potato	aɭu		–
S05.710	the fruit	phɔ̄ɭ		–
S05.712	the bunch	-		–
S05.750	the fig	-		–
S05.760	the grape	da:kh		–
S05.770	the nut	-		–
S05.780	the olive	-		–
S05.790	the oil	te:l	oil of unspecfied type'	–
S05.791	the grease or fat	bɔ:		–
S05.810	the salt	lʊ:ɳ		–
S05.820	the pepper	mɔrtsi		–
S05.821	the chili pepper	pɪpɭɪ		–
S05.840	the honey	ʃɛ̄:d, mɔ:		–
S05.850	the sugar	tsɪn:ɪ, ʃakər		–
S05.860	the milk	dūd:', du:d'		–
S05.870	to milk	dʊ:ɳo, phɛ̄rnõ		–
S05.880	the cheese	-		–
S05.890	the butter	māk:höɳ, māʃɳɔ		–
S05.900	the drink	-		–
S05.910	the mead	-		–
S05.920	the wine	-		–
S05.930	the beer	-		–
S05.940	the fermented drink	-		–
S05.970	the egg	pɪn:e		–
S05.971	the yolk	-		–
S06.110	to put on	-		The child can already put on his clothes by himself.
S06.120	the clothing or clothes	dzʊɽkɛ		–
S06.130	the tailor	dɔrdzɪ, sōɪ		–
S06.210	the cloth	kapɽu		–
S06.220	the wool	u:n		–
S06.230	the linen	-		–
S06.240	the cotton	rʊɪ		–
S06.250	the silk	-		–
S06.270	the felt	-		–
S06.280	the fur	-		–
S06.290	the leather	-		–
S06.310	to spin	thērnõ		–
S06.320	the spindle	thērnu		–
S06.330	to weave	bʊɳnõ		
S06.340	the loom	karəg		–
S06.350	to sew	sɛ̄ʊ̃ɳõ		
S06.360	the needle(1)	sīʊɳ, sūɔ	sūɔ 'big needle'	–
S06.370	the awl	-		–
S06.380	the thread	ta:nd, d'àg:ɔ		–
S06.390	to dye	-		The weaver dyed the cloth bright red.
S06.410	the cloak	dz'ù:m		–
S06.411	the poncho	-		–
S06.420	the (woman's) dress	-		–
S06.430	the coat	-		–
S06.440	the shirt	kurto, kʊrtɪ	shirt for men'	–
S06.450	the collar	-		–
S06.460	the skirt	-		–
S06.461	the grass-skirt	-		–
S06.480	the trousers	sūt:həɳ, suthəɳ		–
S06.490	the sock or stocking	dzərab		–
S06.510	the shoe	pāɳ:'ɪ		–
S06.520	the boot	-		–
S06.540	the shoemaker	motsɪ		–
S06.550	the hat or cap	ʈop:ɔ		–
S06.570	the belt	peʈ:ɪ		–
S06.580	the glove	-		–
S06.590	the veil	tsad:ər		During the wedding the bride wore a veil that hid her face.
S06.610	the pocket	khīsɔ, guɟ:a, guɟ:ɔ, ɟebo, dze:b		He put the money in his shirt pocket.
S06.620	the button	-		–
S06.630	the pin	-		The torn shirt was held together by pins.
S06.710	the ornament or adornment	gɔ̄:ɳɔ, dzewər		Her hair was adorned with silver oranments.
S06.720	the jewel	-		–
S06.730	the ring	kaŋgɳɪ, mʊnɖrɪ		–
S06.740	the bracelet	kaŋgɳu, 'daguɭo, d'agɭo, d'agɭu		She wore a solid gold bracelet.
S06.750	the necklace	kɔ̄ɳʈhɪ		Her necklace was made of pearls and coral.
S06.760	the bead	-		–
S06.770	the earring	-		The pirate wore one earring.
S06.780	the headband or headdress	d'àʈ:u	headgear worn by women'	–
S06.790	the tattoo	-		–
S06.810	the handkerchief or rag	-		–
S06.820	the towel	-		–
S06.910	the comb	kaŋgɪ		–
S06.920	the brush	-		He used the brush to thoroughly brush his hair.
S06.921	the plait/braid	gutsʈɪ, belər		–
S06.930	the razor	ustrɔ		While he was shaving the razor cut his face.
S06.940	the ointment	mɔləm		–
S06.950	the soap	sabəɳ		A bar of soap was placed by the sink.
S06.960	the mirror	arʃu		He looked at himself in the mirror that hung on the wall.
S07.110	to live	dzɪʊɳõ, bɔ̄sɳõ	bɔ̄sɳõ 'to live, inhabit'; dzɪʊɳõ 'to live, be alive'	A family of five lives in that large house.
S07.120	the house	g'ɔ̀r:r		–
S07.130	the hut	ʈapre		–
S07.131	the garden-house	-		–
S07.140	the tent	-		–
S07.150	the yard or court	aŋgəɳ, g'ero		–
S07.160	the men's house	-		–
S07.170	the cookhouse	-		–
S07.180	the meeting house	-		–
S07.210	the room	kɔmrɔ		–
