S02.460	the grandfather	नाना , दादा	n̪aːn̪aː , d̪aːd̪aː	n̪a:n̪a: 'maternal grandfather' , d̪a:d̪a: 'paternal grandfather'
S02.461	the old man	बूढ़ा (आदमी)	buːɽʱaː (aːd̪amiː)	--
S02.470	the grandmother	नानी , दादी	n̪aːn̪iː , d̪aːd̪iː	n̪a:n̪i: 'maternal grandmother', d̪a:d̪i: 'paternal grandmother'
S02.471	the old woman	बूढ़ी (औरत)	buːɽʱiː (ɔrat̪)	--
S02.480	the grandson	नाती , पोता	n̪aːt̪iː, pot̪aː	pot̪a: 'paternal grandson', n̪a:t̪i:'maternal grandson'
S02.490	the granddaughter	नातिन , पोती  	n̪aːt̪in̪ , pot̪iː 	n̪a:t̪in̪  maternal granddaughter', pot̪i:'paternal granddaughter'
S02.510	the uncle	काका , मामा , चाचा , ताउ	kaːkaː , maːmaː , tʃaːtʃaː , t̪aːu	ma:ma: 'maternal uncle', tʃa:tʃa: 'paternal uncle who is younger than father', t̪a:u 'paternal uncle who is older than father'
S02.511	the mother's brother	मामा	maːmaː	--
S02.512	the father's brother	काका , चाचा , ताउ	kaːkaː , tʃaːtʃaː , t̪aːu	tʃa:tʃa: 'paternal uncle who is younger than father', t̪a:u 'paternal uncle who is older than father'
S02.520	the aunt	बुआ , मांसी	buaː , maːn̪siː	bua: 'paternal aunt', ma:nsi: 'maternal aunt'
S02.521	the mother's sister	मांसी	maːn̪siː	--
S02.522	the father's sister	बुआ	buaː	--
S02.530	the nephew	भतीजा , भांजा	bʱat̪iːdʒaː, bʱaːn̪dʒaː	bɦat̪i:dʒa:'paternal nephew', bɦa:ndʒa: 'maternal nephew'
S02.540	the niece	भतीजी , भांजी	bʱat̪iːdʒiː , bʱaːn̪dʒiː	bɦat̪i:dʒi: 'paternal niece', bɦa:ndʒi: 'maternal niece'
S02.550	the cousin	चचेरा भाई, चचेरी बहन, ममेरा भाई, ममेरी बहन	tʃatʃeraː bʱaːiː , tʃatʃeriː bahan̪, mameraː bʱaːiː , mameriː bahan̪	tʃatʃera: bʱa:i: &amp; tʃatʃeri: bahan̪  (paternal), mamera: bʱa:i: &amp; mameri: bahan̪ (maternal)
S02.560	the ancestors	पूर्वज	puravadʒ	--
S02.570	the descendants	वंशज 	van̪ɕadʒ	--
S02.610	the father-in-law (of a man)	ससुर	sasur	--
S02.611	the father-in-law (of a woman)	ससुर	sasur	--
S02.620	the mother-in-law (of a man)	सास	saːs	--
S02.621	the mother-in-law (of a woman)	सास	saːs	--
S02.630	the son-in-law (of a man)	जमाई	dʒamaːiː	--
S02.631	the son-in-law (of a woman)	जमाई	dʒamaːiː	--
S02.640	the daughter-in-law (of a man)	बहू	bahuː	--
S02.641	the daughter-in-law (of a woman)	बहू	bahuː	--
S02.710	the stepfather	सौतेला बाप, सौतेला  पिता	sɔt̪elaː baːp, sɔt̪elaː pit̪aː	--
S02.720	the stepmother	सौतेली मां, विमाता	sɔt̪eliː maːn̪ , vimaːt̪aː	--
S02.730	the stepson	सौतेला बेटा	sɔt̪elaː beʈaː 	--
S02.740	the stepdaughter	सौतेली बेटी	sɔt̪eliː beʈiː 	--
S02.750	the orphan	अनाथ	an̪aːt̪ʰ	--
S02.760	the widow	बेवा, विधवा	bevaː , vid̪ʱavaː	--
S02.770	the widower	विधुर	vid̪ʱur	--
S02.810	the relatives	नातेदार , रिश्तेदार 	n̪aːt̪ed̪aːr , riɕt̪ed̪aːr 	--
S02.820	the family	परिवार	parivaːr 	--
S02.910	I	मैं	mɛːn̪	--
S02.920	you (singular)	आप , तुम , तू 	aːp , t̪um , t̪uː 	--
S02.930	he/she/it	वह	vah	--
S02.940	we	हम	ham	--
S02.941	we (inclusive)	हम	ham	--
S02.942	we (exclusive)	हम	ham	--
S02.950	you (plural)	आप लोग , तुम लोग 	aːp log , tum log	--
S02.960	they	वो, वे	vo, ve	--
S03.110	the animal	जंतु , जानवर	dʒan̪t̪u , dʒaːn̪avar	--
S03.120	male(2)	नर	n̪ar 	--
S03.130	female(2)	मादा	maːd̪aː	--
S03.150	the livestock	पशुधन	paɕud̪ʱan̪	--
S03.160	the pasture	कूटना 	kuːʈn̪aː	--
S03.180	the herdsman	पशुपालक	paɕupaːlak	--
S03.190	the stable or stall	अस्तबल , तबेला	ast̪abal , t̪abelaː	--
S03.200	the cattle	गोधन	god̪ʱan̪	--
S03.210	the bull	सांड	saːn̪ɖ 	--
S03.220	the ox	बैल	bɛl	--
S03.230	the cow	गाय	gaːj	--
S03.240	the calf	बछड़ा	batʃʰaɽaː	--
S03.250	the sheep	भेड़	bʱeɽ 	--
S03.260	the ram	भेड़ा	bʱeɽaː  	--
S03.280	the ewe	भेड़ी 	bʱeɽiː 	--
S03.290	the lamb	मेमना	meman̪aː	--
S03.320	the boar	सुअर , वराह	suar , varaːh	--
S03.340	the sow	सुअरी	suariː 	--
S03.350	the pig	सुअर	suar  	--
S03.360	the goat	बकरी	bakariː 	--
S03.370	the he-goat	बकरा	bakaraː	--
S03.380	the kid	बकरी का बच्चा	bakariː kaː baccaː	--
S03.410	the horse	घोड़ा	gʱoɽaː	--
S03.420	the stallion	घोड़ा	gʱoɽaː	--
S03.440	the mare	घोड़ी	gʱoɽiː	--
S03.450	the foal or colt	बछड़ा	batʃʰaɽaː	--
S03.460	the donkey	गधा	gad̪ʱaː	--
S03.470	the mule	खच्चर 	kʰatʃtʃar	--
S03.500	the fowl	मुर्गा	murg̣aː 	--
S03.520	the cock/rooster	मुर्गा	murg̣aː 	--
S03.540	the hen	मुर्गी 	murg̣iː	--
S03.550	the chicken	चूज़ा	tʃuːdʒaː	--
S03.560	the goose	मराल 	maraːl	--
S03.570	the duck	बतख़ 	bat̪akʰ	--
S03.580	the nest	घोंसला	gʱon̪salaː	--
S03.581	the bird	चिड़िया	tʃiɽijaː	--
S03.582	the seagull	समुद्री गल	samud̪riː gal	--
S03.583	the heron	बगला , सारस	bagalaː , saːras 	--
S03.584	the eagle	चील 	tʃiːl	--
S03.585	the hawk	बाज 	baːdʒ	--
S03.586	the vulture	गिद्ध 	gid̪d̪ʱ	--
S03.591	the bat	चमगादड़ 	tʃamagaːd̪aɽ 	--
S03.592	the parrot	तोता	t̪ot̪aː	--
S03.593	the crow	काक , कौआ	kaːk , kɔaː	--
S03.594	the dove	फ़ाख़ता	pʰaːkʰat̪aː	--
S03.596	the owl	उल्लू	ulluː	--
S03.610	the dog	कुत्ता	kut̪t̪aː	--
S03.614	the rabbit	खरगोश	kʰaragoɕ	--
S03.620	the cat	बिल्ली	billiː 	--
S03.622	the opossum	ओपॉसम	opoːsam	--
S03.630	the mouse or rat	चूहा 	tʃuːhaː	--
S03.650	the fish	मछली 	matʃʰaliː	--
S03.652	the fin	मछली का पर	matʃʰaliː kaː par	--
S03.653	the scale	शल्क 	ɕalk	--
S03.654	the gill	गलफड़ा 	galapʰaɽaː	--
S03.655	the shell	घोंघा	gʱoŋgʱaː	--
S03.661	the shark	शार्क	ɕaːrk	--
S03.662	the porpoise or dolphin	सूंस , डाल्फिन	suːn̪s , ɖaːlpʰin̪	su:n̪s 'porpoise', ɖa:lphin̪ 'dolphin'
S03.663	the whale	व्हेल	vʰel	--
S03.664	the stingray	nw	nw	--
S03.665	the freshwater eel	बाम मछली	baːm matʃʰaliː	--
S03.710	the wolf	भेड़िया 	bʱeɽijaː	--
S03.720	the lion	केसरी , शेर 	kesariː ,  ɕer	--
S03.730	the bear	भालू	bʱaːluː	--
S03.740	the fox	लोमड़ी 	lomɽiː	--
S03.750	the deer	हिरन , मृग	hiran̪ , mrig	--
S03.760	the monkey	बंदर	ban̪d̪ar	--
S03.770	the elephant	हाथी 	haːt̪ʰiː	--
S03.780	the camel	ऊंट	uːn̪ʈ	--
S03.810	the insect	कीड़ा	kiːɽaː 	--
S03.811	the head louse	जूं	juːn̪	--
S03.812	the nit	लीख	liːkʰ	--
S03.813	the flea	पिस्सू	pissuː	--
S03.814	the centipede	शतपद	ɕat̪apad̪	--
S03.815	the scorpion	बिच्छू	bitʃtʃʰuː	--
S03.816	the cockroach	तिलचटा	t̪iltʃaʈaː	--
S03.817	the ant	चीटी , चींटी	tʃiːʈiː , tʃiːn̪ʈiː	--
S03.818	the spider	मकड़ा , मकड़ी	makɽaː , makɽiː	--
S03.819	the spider web	मकड़ी का जाला	makɽiː kaː dʒaːl 	--
S03.820	the bee	मधुमक्खी	mad̪ʱumakkʰiː 	--
S03.821	the beeswax	मधुमक्खी का मोम	mad̪ʱumakkʰiː kaː mom	--
S03.822	the beehive	मधुमक्खी का छत्ता	mad̪ʱumakkʰiː kaː tʃʰat̪t̪aː	--
S03.823	the wasp	बर्रे	barre	--
S03.830	the fly	उड़ना	uɽan̪aː	--
S03.831	the sandfly or midge or gnat	nw	nw	--
S03.832	the mosquito	मच्छर	matʃtʃʰar	--
S03.840	the worm	कीट , कीड़ा	kiːʈ , kiːɽaː 	--
S03.850	the snake	नाग , सांप	n̪aːg , saːmp	--
S03.910	the firefly	जुगनू	dʒugan̪uː	--
S03.920	the butterfly	तितली	t̪it̪aliː	--
S03.930	the grasshopper	टिड्डा	ʈiɖɖa	--
S03.940	the snail	घोंघा	gʱoŋgʱaː 	--
S03.950	the frog	मेंढक	men̪ɖʱak 	--
S03.960	the lizard	छिपकली	tʃʰipakaliː	--
S03.970	the crocodile or alligator	घड़ियाल, मगरमच्छ	gʱaɽijaːl , magarmatʃtʃʰ	--
S03.980	the turtle	कछुआ	katʃʰuaː	--
S04.110	the body	शरीर	ɕariːr	--
S04.120	the skin or hide	खाल , चमड़ा , चमड़ी	kʰaːl , tʃamaɽaː , tʃamaɽiː 	--
S04.130	the flesh	चरबी	tʃarabiː	--
S04.140	the hair	बाल , केश	baːl , keɕ	--
S04.142	the beard	दाढ़ी	d̪aːɽʱiː 	--
S04.144	the body hair	बाल	baːl	--
S04.145	the pubic hair	बाल	baːl	--
S04.146	the dandruff	खुशकी , रुसी	kʰuɕakiː , rusiː	--
S04.150	the blood	खून	kʰuːn̪	--
S04.151	the vein or artery	नस	n̪as	--
S04.160	the bone	अस्थि , हड़्डी	ast̪ʰi , haɖɖiː	--
S04.162	the rib	पसली	pasaliː	--
S04.170	the horn	सींग	siːŋg	--
S04.180	the tail	दुम , पूंछ	d̪um , puːn̪tʃʰ	--
S04.190	the back	पीठ	piːʈʰ	--
S04.191	the spine	रीढ़ की हड़्डी	riːɽʱ kiː haɖɖiː	--
S04.200	the head	सिर , शीर्ष	sir , ɕiːrʂ	--
S04.201	the temples	मोहरा	moharaː	--
S04.202	the skull	कपाल , खोपड़ी	kapaːl, kʰopaɽiː 	--
S04.203	the brain	भेजा, दिमाग, मग्ज	bʱedʒaː , d̪imaːg,  magdʒ	--
S04.204	the face	मुंह , मुखड़ा	mun̪ʰ , mukʰɽaː 	--
S04.205	the forehead	मस्तक , माथा	mast̪ak  , maːt̪ʰaː	--
S04.207	the jaw	जबड़ा	dʒabaɽaː	--
S04.208	the cheek	गाल	gaːl 	--
S04.209	the chin	ठोड़ी 	ʈʰoɽiː	--
S04.210	the eye	आंख 	aːŋkʰ 	--
S04.212	the eyebrow	भौंह	bʱɔːn̪h	--
S04.213	the eyelid	पलक	palak	--
S04.214	the eyelash	बरौनी	barɔːn̪iː	--
S04.215	to blink	झपकना	dʒʱapakn̪aː	--
S04.220	the ear	कान	kaːn̪	--
S04.221	the earlobe	कर्णपाली , लोलकी	karɳpaːliː , lolakiː	--
S04.222	the earwax	कान का मैल	kaːn̪ kaː mɛl	--
S04.230	the nose	नाक	n̪aːk 	--
S04.231	the nostril	नथुना	n̪at̪ʰun̪aː	--
S04.232	the nasal mucus	पोंटा, नाक	pon̪ʈaː, n̪aːk	--
S04.240	the mouth	मुंह	mun̪h	--
S04.241	the beak	चोंच	tʃon̪tʃ 	--
S04.250	the lip	लब , ओंठ	lab , on̪ʈʰ	--
S04.260	the tongue	जबान	dʒabaːn̪ 	--
S04.270	the tooth	दांत	d̪aːn̪t̪	--
S04.271	the gums	मसूड़ा	masuːɽaː	--
S04.272	the molar tooth	दाढ़	d̪aːɽʱ  	--
S04.280	the neck	गरदन , गला 	garad̪an̪ , galaː 	--
S04.281	the nape of the neck	गर्दन के पीछे का भाग	garad̪an̪ ke pitʃhe ka: bʱa:g 	--
S04.290	the throat	गला	galaː 	--
S04.300	the shoulder	कंधा	kan̪d̪ʱaː	--
S04.301	the shoulderblade	स्कंधास्थि	skan̪d̪ʱaːst̪ʰi	--
S04.302	the collarbone	हँसली	han̪saliː	--
S04.310	the arm	बाजू	baːdʒuː 	--
S04.312	the armpit	बग़ल	bagal 	--
S04.320	the elbow	कुहनी	kuhan̪iː 	--
S04.321	the wrist	कलाई	kalaːiː 	--
S04.330	the hand	हस्त , हाथ , कर	hast̪ , haːt̪ʰ , kar	--
S04.331	the palm of the hand	गदेली , हथेली 	gad̪eliː , hat̪ʰeliː 	--
S04.340	the finger	उंगली	uŋgaliː	--
S04.342	the thumb	अंगूठा	aŋguːʈʰaː	--
S04.344	the fingernail	नाखून	n̪aːkʰuːn̪	--
S04.345	the claw	पंजा	pan̪dʒaː 	--
S04.350	the leg	पैर , टांग	pɛr , ʈaːŋg	--
S04.351	the thigh	जांघ	dʒaːŋgʱ	--
S04.352	the calf of the leg	पिंडली	pin̪ɖliː 	--
S04.360	the knee	घुटना	gʱuʈan̪aː 	--
S04.370	the foot	पग , पांव , पैर 	pag , paːn̪v , pɛr 	--
S04.371	the ankle	टखना	ʈakʰan̪aː	--
S04.372	the heel	एड़ी	eɽiː 	--
S04.374	the footprint	पदचिन्ह	pad̪atʃin̪ʰ	--
S04.380	the toe	खुर	kʰur	--
S04.392	the wing	पर , पंख	par , paŋkʰ	--
S04.393	the feather	पर , पंख	par , paŋkʰ	--
S04.400	the chest	छाती	tʃʰaːt̪iː 	--
S04.410	the breast	छाती , स्तन 	tʃʰaːt̪iː , st̪an̪  	--
S04.412	the nipple or teat	चूचुक, स्तनाग्र	tʃuːtʃuk, st̪an̪aːgra	--
S04.420	the udder	थन	t̪ʰan̪ 	--
S04.430	the navel	नाभि , टुंडी	n̪aːbʱi , ʈun̪ɖiː	--
S04.440	the heart	दिल , हृदय	d̪il , hrid̪aj	--
S04.441	the lung	फेफड़ा	pʰepʰaɽaː	--
S04.450	the liver	कलेजा	kaledʒaː	--
S04.451	the kidney	गुर्दा	gurd̪aː	--
S04.452	the spleen	प्लीहा , तिल्ली	pliːhaː , t̪illiː	--
S04.460	the stomach	पेट	peʈ	--
S04.461	the intestines or guts	अंतड़ी	an̪t̪aɽiː	--
S04.462	the waist	कमर	kamar	--
S04.463	the hip	कूल्हा	kuːlʰaː	--
S04.464	the buttocks	कूल्हा	kuːlʰaː	--
S04.470	the womb	गर्भाशय , कोख	garbʱaːɕaj  , kokʰ 	--
S04.490	the testicles	अंडकोष	an̪ɖkoɕ	--
S04.492	the penis	लंड   	lan̪ɖ	--
S04.510	to breathe	सांस लेना	saːn̪s len̪aː 	--
S04.520	to yawn	उबासी आना , उबासी लेना	ubaːsiː aːn̪aː , ubaːsiː len̪aː	uba:si: a:n̪a: (NVOL), uba:si: len̪a: (VOL)
S04.521	to hiccough	हिचकी आना , हिचकी लेना	hitʃakiː aːn̪aː , hitʃakiː len̪aː	hitʃaki: a:n̪a: (NVOL), hitʃaki: len̪a: (VOL)
S04.530	to cough	खांसना	kʰaːn̪sn̪aː	--
S04.540	to sneeze	छींकना	tʃʰiːn̪kan̪aː	--
S04.550	to perspire	पसीना आना 	pasiːn̪aː aːn̪aː	--
S04.560	to spit	उगलना	ugaln̪aː	--
S04.570	to vomit	उल्टी करना	ulʈiː karn̪aː	--
S04.580	to bite	काटना	kaːʈan̪aː	--
S04.590	to lick	चाटना	tʃaːʈan̪aː	--
S04.591	to dribble	टपकना	ʈapakan̪aː	--
S04.610	to sleep	सोना	son̪aː	--
S04.612	to snore	खर्राटा भरना , खर्राटा लेना , खर्राटा मारना	kʰarraːʈaː bʱarn̪aː , kʰarraːʈaː len̪aː, kʰarraːʈaː maːran̪aː	--
S04.620	to dream	सपना देखना	sapan̪aː d̪ekʰn̪aː 	--
S04.630	to wake up	जगना	dʒagan̪aː	--
S04.640	to fart	अधोवायु छोड़ना	ad̪ʱovaːju tʃʰoɽan̪aː	--
S04.650	to piss	मूतना  	muːt̪an̪aː	--
S04.660	to shit	पखाना करना	pakʰaːn̪a karan̪aː 	--
S04.670	to have sex	प्यार करना	pjaːr karan̪aː 	--
S04.680	to shiver	कांपना	kaːmpan̪aː	--
S04.690	to bathe	नहाना	n̪ahaːn̪aː	--
S04.710	to beget	पैदा करना	pɛd̪aː karan̪aː 	--
S04.720	to be born	जन्म लेना	dʒan̪ma len̪aː	--
S04.730	pregnant	गर्भवती	garbʱavat̪iː 	--
S04.732	to conceive	गर्भवती होना	garbʱavat̪iː hon̪aː  	--
S04.740	to be alive	जीना	dʒiːn̪aː	--
S04.750	to die	मरना	maran̪aː	--
S04.751	to drown	डूबना	ɖuːbn̪aː	--
S04.760	to kill	मारना	maːran̪aː	--
S04.770	the corpse	लाश	laːɕ 	--
S04.780	to bury	गाड़ना	gaːɽan̪aː 	--
S04.790	the grave	कबर , समाधि 	kabar , samaːd̪ʱiː 	--
S04.810	strong	बलवान	balavaːn̪ 	--
S04.820	weak	कमजोर	kamadʒor	--
S04.830	healthy	निरोगी , तंदुरुस्त	n̪irogiː , t̪an̪d̪urust̪ 	--
S04.840	sick/ill	बीमार	biːmaːr 	--
S04.841	the fever	बुखार	bukʰaːr 	--
S04.842	the goitre/goiter	गलगण्ड	galgaɳɖ 	--
S04.843	the cold	जुखाम	dʒukʰaːm   	--
S04.850	the wound or sore	आघात, घाव	aːgʱaːt̪ , gʱaːv	--
S04.852	the bruise	खरोंच , रगार	kʰaron̪tʃ , ragaːr	--
S04.853	the swelling	सूजन	suːdʒan̪ 	--
S04.854	the itch	खुजली 	kʰudʒaliː 	--
S04.855	the blister	छाला	tʃʰaːlaː 	--
S04.856	the boil	फोड़ा , उबाल 	pʰoɽaː , ubaːl	--
S04.857	the pus	पीप	piːp	--
S04.858	the scar	निशान	n̪iɕaːn̪ 	--
S04.860	to cure	उपचार करना , उपाय करना	upatʃaːr karan̪aː , upaːj karan̪aː	--
S04.870	the physician	चिकित्सक	tʃikit̪sak	--
S04.880	the medicine	दवा , औषधि	d̪avaː , ɔʂad̪ʱi	--
S04.890	the poison	जहर , विष	dʒahar , viʂ	--
S04.910	tired	थका	t̪ʰakaː	--
S04.912	to rest	आराम करना	aːraːm karan̪aː  	--
S04.920	lazy	आलसी	aːlasiː	--
S04.930	bald	गंजा	gan̪dʒaː 	--
S04.940	lame	लंगड़ा	laŋgaɽaː 	--
S04.950	deaf	बेहरा	beharaː	--
S04.960	mute	गूंगा	guːŋgaː 	--
S04.970	blind	अंधा	an̪d̪ʱaː	--
S04.980	drunk	शराबी	ɕaraːbiː	--
S04.990	naked	नंगा	n̪aŋgaː	--
S05.110	to eat	खाना खाना	kʰaːn̪aː kʰaːn̪aː	--
S05.120	the food	खाना	kʰaːn̪aː	--
S05.121	cooked	पका हुआ	pakaː huaː	--
S05.122	raw	कच्चा	katʃtʃaː  	--
S05.123	ripe	पक्का	pakkaː	--
S05.124	unripe	कच्चा	katʃtʃaː  	--
S05.125	rotten	सड़ा हुआ	saɽaː  huaː 	--
S05.130	to drink	पीना	piːn̪aː 	--
S05.140	to be hungry	भूख लगना	bʱuːk lagn̪aː	--
S05.141	the famine	अकाल , सूखा	akaːl , suːkʰaː	--
S05.150	to be thirsty	प्यास लगना	pjaːs lagn̪aː	--
S05.160	to suck	चूसना	tʃuːsan̪aː	--
S05.180	to chew	चबाना	tʃabaːn̪aː	--
S05.181	to swallow	गलकना	galakn̪aː	--
S05.190	to choke	सांस रुकना	saːn̪s rukan̪aː   	--
S05.210	to cook	पकाना	pakaːn̪aː	--
S05.220	to boil	उबालना	ubaːlan̪aː	--
