S01.580	the storm	ér-iong	-	It's more than just rain-it's a real storm!
S01.590	the rainbow	(u) sim-pyllieng	-	After the storm, a rainbow appeared in the sky.
S01.610	the light	jingshai	-	The fire gave a bright light.
S01.620	the darkness	jingdum	-	After the sunset, darkness quickly fell.
S01.630	the shade or shadow	syrngiew	-	-
S01.640	the dew	umjer	-	The trees were wet from the morning dew.
S01.710	the air	l'ér	-	The air is cool and fresh here in the mountains.
S01.720	the wind	l'ér	-	The wind blew so hard it knocked down the tree.
S01.730	the cloud	(u) l'oh	-	There were white clouds in the blue sky.
S01.740	the fog	(u)l'oh khyndew	-	The fog is so thick i can't see the road.
S01.750	the rain	(u) slap	-	After the rain, the sun appeared again.
S01.760	the snow	lór	-	Snow fell all night and covered the city.
S01.770	the ice	(u) thah	-	A layer of ice formed over the lake.
S01.7710	the arctic lights	-	aurora borealis	-
S01.7750	to freeze	dait-thah	-	It was so cold tonight that the entire lake froze.
S01.780	the weather	bneng	-	I hope that tomorrow the weather will be nicer than today.
S01.810	the fire	ding	a fire lit deliberately for heating or cooking	The fire is brightly burning in the fireplace.
S01.820	the flame	thylliej-ding	-	The flames were so high they reached the helicopter.
S01.830	the smoke	tdem	-	Heavy smoke billowed from the burning house.
S01.8310	the steam	jynhaw	-	The boiling water filled the room with steam.
S01.840	the ash	dpei	-	He let the cigarette ash fall on the floor.
S01.841	the embers	-	pieces of wood or coal in a fire that are no longer burning but are still red and very hot	-
S01.851	to burn(1)	ban thang	partially or fully destroy with fire	She burnt all her ex-boyfriend's old letters.
S01.852	to burn(2)	ban ing	be on fire, be consumed by fire	Our house is burning! Call the fire fighters!
S01.860	to light	ban tbeh	make something burn	She lit a match.
S01.861	to extinguish	pynlip	-	The fire fighters extinguished the fire.
S01.870	the match	(u) jingpruidding	a small wooden stick used to light a fire	
S01.880	the firewood	diengthang	-	The boys collected firewood and built a bonfire.
S01.890	the charcoal	(u) rnga	-	This fireplace is lit by charcoal, not wood.
S01.99901	the beach	rud-duriaw	-	-
S01.99903	the coal	(u) dewiong	-	-
S01.99904	the constellation	-	-	-
S01.99905	the jade or jadeite	-	-	-
S01.99907	the river	wah		
S01.99910	the spring (season)	pyr-em	-	-
S02.100	the person	briw	human being	This table can be lifted by one person.
S02.210	the man	rangbah, (u) briew	(vs. woman)	The man had a long beard.
S02.220	the woman	kynthei, briew	-	The woman wore a pretty dress.
S02.230	male(1)	shynrang	(of humans, cf. 3.12)	I have ten male and twelve female students.
S02.240	female(1)	kynthei	(of humans, cf. 3.13)	I have ten male and twelve female students.
S02.250	the boy	khynnah	-	One day this boy will grow to be a man.
S02.251	the young man	khynráw	-	The young man was not married.
S02.260	the girl	khynnah	-	One day this girl will grow to be a woman.
S02.261	the young woman 	khynráw	-	The young woman was not married.
S02.270	the child(1)	khynnah	young human' (not kinship term) (cf. 2.43)	Many children were playing in the water. 
S02.280	the baby	khûnlung	very young human that cannot walk yet	She's still a baby and can only have milk.
S02.310	the husband	tnga, lok	-	She married her husband last year.
S02.320	the wife	tnga, lok	-	He married his wife last year.
S02.330	to marry	poi-kha	-	She married a man 10 years her junior.
S02.340	the wedding	jingiathoh-shongkurim	-	When we were married, a thousand people came to the wedding.
S02.341	the divorce	jingpyllait-sansh'ieng	-	After the divorce, he married another woman.
S02.350	the father	kpa, pa	-	My father came home late last night.
S02.360	the mother	kmie, mei	-	My mother came home late last night.
S02.370	the parents	kmie-ki-kpa	-	My parents live in the village.
S02.380	the married man	-	-	As a married man he had more privileges. 
S02.390	the married woman	-	-	As a married woman she had more privileges.
S02.410	the son	(u) khun	-	I have one son and one daughter.
S02.420	the daughter	khun	-	I have one son and one daughter.
S02.430	the child(2)	khún	immediate descendant, son or daughter (kinship term) (cf. 2.27)	I have two children, a son and a daughter.
S02.440	the brother	hynmen-shynrang, para-shynrang	-	I have two brothers, one younger and one older than me.
S02.444	the older brother	hynmen-shynrang, bah	-	My older brother is married, but my younger brother still lives at home.
S02.445	the younger brother	hep,para, parashynrang	-	My older brother is married, but my younger brother still lives at home.
S02.450	the sister	hynmen-kynthei, para-kynthei	-	I have two sisters, one younger and one older than me.
S02.454	the older sister	kong, hynmen-kynthei	-	My older sister is married, but my younger sister still lives at home.
S02.455	the younger sister	hep,para, para-kynthei	-	My older sister is married, but my younger sister still lives at home.
S02.456	the sibling	ba-shipara(ka/u)	-	I have two siblings, one brother and one sister.
S02.4561	the older sibling	hynmen	-	My older sibling is married, but my younger sibling still lives at home.
S02.4562	the younger sibling	para	-	My older sibling is married, but my younger sibling still lives at home.
S02.458	the twins	synrop	-	-
S02.460	the grandfather	kpa-khâ, kpa-hep, paheb, kpa-hep	-	My grandfather is 80 years old.
S02.461	the old man	(u) men, tymmen	-	That old man looks like my grandfather.
S02.470	the grandmother	kiáw, kmie-râd, kmie-hep, kmiekha	-	My grandmother is 70 years old.
S02.471	the old woman	tymmen	-	That old woman looks like my grandmother.
S02.4711	the grandparents	-	-	Only one of my grandparents is still alive.
S02.480	the grandson	ksiew	-	My grandson is 5 years older than my granddaughter.
S02.490	the granddaughter	ksiew	-	My grandson is 5 years older than my granddaughter.
S02.5000	the grandchild	ksiew, khúnksiew	-	By the time she died, she had 23 grandchildren.
S02.510	the uncle	kñi	-	I have two uncles, one on my father's side and one on my mother's side.
S02.511	the mother's brother	ma-rit 	-	-
S02.512	the father's brother	kpa-nah, kpa-san, pakhynnah, pasan	-	-
S02.520	the aunt	kmie-nah, kmie-san	-	-
S02.521	the mother's sister	kmie-nah, kmie-san	-	-
S02.522	the father's sister	ñiakha	-	-
S02.530	the nephew	pyrsa	sibling's son	-
S02.540	the niece	pyrsa	sibling's daughter	-
S02.5410	the sibling's child	-	-	-
S02.550	the cousin	khun-ruit, khunkha	-	-
S02.560	the ancestors	longshuwa-manshuwa	-	-
S02.570	the descendants	-	-	-
S02.610	the father-in-law (of a man)	kthâw kurim	-	-
S02.611	the father-in-law (of a woman)	kthâw kurim	-	-
S02.620	the mother-in-law (of a man)	Syngken-kurim, kiaw-kurim	-	-
S02.621	the mother-in-law (of a woman)	Syngken-kurim,kiaw-kurim	-	-
S02.6220	the parents-in-law	-	-	-
S02.630	the son-in-law (of a man)	pyrsa	-	-
S02.631	the son-in-law (of a woman)	pyrsa	-	-
S02.640	the daughter-in-law (of a man)	pyrsa	-	-
S02.641	the daughter-in-law (of a woman)	pyrsa	-	-
S02.6411	the child-in-law	-	-	-
S02.6412	the sibling-in-law	-	-	-
S02.710	the stepfather	kpa-nah	-	-
S02.720	the stepmother	nah	-	-
S02.730	the stepson	khûn-ruid	-	-
S02.740	the stepdaughter	khûn-ruid	-	-
S02.750	the orphan	khûnswet	-	-
S02.760	the widow	-	-	-
S02.770	the widower	-	-	-
S02.810	the relatives	kur, kha	-	-
S02.820	the family	shi-iing-shisem	group of closely related relatives, consisting minimally of parents and children	-
S02.910	I	nga	-	-
S02.920	you (singular)	me, pha, phi 	-	-
S02.930	he/she/it	 i, u, ka	(third person singular pronoun, regardless of gender/sex)	-
S02.9310	he	u 	-	-
S02.9320	she	ka	-	-
S02.9330	it	u/ ka	-	-
S02.940	we	ngi	-	-
S02.941	we (inclusive)	ngi	-	-
S02.942	we (exclusive)	ngi	-	-
S02.950	you (plural)	phi	-	-
S02.960	they	ki	-	-
S02.99905	the father-in-law	kthâw kurim	-	-
S02.99906	the german	german (u/ka)	-	-
S02.99907	the hungarian	hungarian (u/ka)	-	-
S02.99909	the mother-in-law	Syngken-kurim, kiaw-kurim	-	-
S02.99916	the spouse	lok	-	-
S02.99917	the stepchild	-	-	-
S03.110	the animal	mrád	living creature that can move (including or excluding humans)	On the small island they found rabbits, foxes, snakes, mice and many other animals.
S03.120	male(2)	shynrang	(of animals) cf. 2.23	Only male lions have manes.
S03.130	female(2)	kynthei	(of animals) cf. 2.24	Only female monkeys look after their offspring.
S03.150	the livestock	jingri	domestic mammals kept for service or for useful products (cows, horses, donkeys, sheep, goats, pigs, reindeer, camels, etc.)	-
S03.160	the pasture	jaka-phlang	land or field that is covered with grass and is used for livestock to feed on	-
S03.180	the herdsman	nongapmrad	a man who looks after a herd of animals	-
S03.190	the stable or stall	sem-mrad	building where domestic animals (any kind, not just horses) are kept	-
S03.200	the cattle	jingri	(collection of) domestic bovine animals	-
S03.210	the bull	kyrtong	male bovine (not castrated)	-
S03.220	the ox	lynráw	a castrated bull, often used for working on farms	-
S03.230	the cow	masi, si-lúd	female bovine	-
S03.240	the calf	khúnjeh	young of a cow	-
S03.250	the sheep	langbrot	-	The farmers raised sheep for wool and milk.
S03.260	the ram	u langbrot	male sheep	-
S03.280	the ewe	ka langbrot	female sheep	-
S03.290	the lamb	khun-langbrot	young of a sheep	-
S03.320	the boar	niangbri	-	The hunter shot the boar in the forest.
S03.340	the sow	-	female pig	-
S03.350	the pig	niangbri, Sniang	-	There are three pigs in the sty.
S03.360	the goat	blang	(female or generic) goat	-
S03.370	the he-goat	langsohmoh	male goat	-
S03.380	the kid	khun-blang	young of a goat	-
S03.410	the horse	kulâi	-	The policeman mounted the horse and rode away.
S03.420	the stallion	-	male horse	-
S03.440	the mare	-	female horse	-
S03.450	the foal or colt	-	the young of horses	-
S03.460	the donkey	kada	-	That donkey is almost as large as a horse.
S03.470	the mule	khashór	an animal that has a donkey and a horse as parents	-
S03.500	the fowl	s'iar	a bird that is kept for its meat and eggs	-
S03.520	the cock/rooster	syiar-ryngkuh	-	The farmer owns ten hens but only two roosters.
S03.540	the hen	s'iar	-	The farmer owns ten hens but only two roosters.
S03.550	the chicken	s'iar	(Fill in only if there is a general term for 'rooster or hen'.)	-
S03.560	the goose	radha	domesticated goose	-
S03.570	the duck	hán	domesticated duck	-
S03.580	the nest	skum	-	Many birds build nests in trees.
S03.581	the bird	sim	-	-
S03.582	the seagull	-	-	-
S03.583	the heron	-	-	-
S03.584	the eagle	khlieng	-	-
S03.585	the hawk	kbeit	-	-
S03.586	the vulture	pukni	-	-
S03.591	the bat	lymbit	-	-
S03.592	the parrot	tuta	-	-
S03.593	the crow	tyng-áb	-	-
S03.594	the dove	lyngdykhur	-	-
S03.596	the owl	kit-bru	-	-
S03.5970	the cormorant 	-	(phalacrocorax etc)	-
S03.5980	the toucan	-	-	-
S03.610	the dog	ksew	-	-
S03.614	the rabbit	-	-	-
S03.620	the cat	miaw	-	-
S03.622	the opossum	-	-	-
S03.630	the mouse or rat	khnâi	-	-
S03.650	the fish	dohkha	-	-
S03.652	the fin	shnet	one of the thin body parts that a fish uses to swim	-
S03.653	the scale	snep	one of the small flat pieces of skin that cover the bodies of fish	-
S03.654	the gill	sngâp	-	-
S03.655	the shell	pnar	-	-
S03.661	the shark	-	-	-
S03.662	the porpoise or dolphin	hu	-	-
S03.663	the whale	-	-	-
S03.664	the stingray	-	-	-
S03.665	the freshwater eel	triang	-	-
S03.710	the wolf	suri	-	-
S03.720	the lion	sing	-	-
S03.730	the bear	dngiem	-	-
S03.740	the fox	myrsiang, ksâr	-	-
S03.750	the deer	sier	-	-
S03.760	the monkey	shrieh	-	-
S03.770	the elephant	hati	-	-
S03.780	the camel	ut	-	-
S03.810	the insect	khñiang	-	-
S03.811	the head louse	ksi	-	-
S03.8112	the body louse	jynrein	-	-
S03.812	the nit	pylleng ksi	an egg of a louse that is sometimes found in people's hair	-
S03.813	the flea	thyllah	-	-
S03.814	the centipede	ktiar	-	-
S03.815	the scorpion	ñiañlarthám	-	-
S03.816	the cockroach	-	-	-
S03.817	the ant	dkhiew	-	-
S03.818	the spider	thap-bawa	-	-
S03.819	the spider web	snúr-thapbawa	-	-
S03.820	the bee	ngàp	-	-
S03.821	the beeswax	-	-	-
S03.822	the beehive	ksing-ngap, ngàp-tem	-	-
S03.823	the wasp	k'ing	-	-
S03.830	the fly	skain	-	-
S03.831	the sandfly or midge or gnat	dkhew	-	-
S03.832	the mosquito	mait, skain-pyrjong	-	-
S03.8330	the prawns or shrimp	shymprong	-	-
S03.8340	the termites 	-	(isoptera)	-
S03.8350	the tick	ñiañ-tyngkhap	(phthiraptera)	-
S03.840	the worm	wieh	-	-
S03.850	the snake	bseiñ	-	-
S03.8620	the coyote	-	-	-
S03.8630	the hare	skei	-	-
S03.8650	the quail	t'ut	-	-
S03.8660	the raccoon	-	-	-
S03.8690	the squirrel	khmúd	-	-
S03.8710	the reindeer/caribou	-	-	-
S03.8720	the elk/moose	-	-	-
S03.8730	the beaver	-	-	-
S03.8800	the kangaroo	-	-	-
S03.8900	the anteater	-	-	-
S03.9000	the jaguar	-	-	-
S03.910	the firefly	ñiañbading	-	-
S03.9130	the chameleon	-	-	-
S03.9170	the buffalo	shynreh, múid	-	-
S03.920	the butterfly	thap-balieh	-	-
S03.930	the grasshopper	puit	-	-
S03.940	the snail	mattah	-	-
S03.950	the frog	hynroh, jakoid	-	-
S03.960	the lizard	tyrpúd	-	-
S03.970	the crocodile or alligator	kurattia	-	-
S03.980	the turtle	-	-	-
S03.9900	the tapir	-	-	-
S03.99933	the pet	-	-	-
S03.99941	the sparrow	sim-khar	-	-
S03.99942	the tiger	khla	-	-
S04.110	the body	met	the body of a live human	-
S04.120	the skin or hide	snieh	(skin: of a human; hide: of an animal)	-
S04.130	the flesh	doh-dait	-	-
S04.140	the hair	(u) shñiuh	hair on a person's head	-
S04.142	the beard	(u) máiñmoh	-	-
S04.144	the body hair	-	-	-
S04.145	the pubic hair	-	-	-
S04.146	the dandruff	(u) thyllieh	-	-
S04.150	the blood	snám	-	-
S04.151	the vein or artery	(u) thied-snám	-	-
S04.160	the bone	sh'ieng	-	-
S04.162	the rib	shiengkrung	-	-
S04.170	the horn	reng	(e.g. of a cow)	-
S04.180	the tail	(u) tdong	-	-
S04.190	the back	ing-dong	the back of a human body	-
S04.191	the spine	(u) Sh'ing-búdlúm	-	-
S04.200	the head	khlieh	-	-
S04.201	the temples	moi-moi	the two fairly flat areas on each side of people's forehead', or more generally 'the two sides of people's head	-
S04.202	the skull	shynrong, maloi-khlieh	-	-
S04.203	the brain	jabieng, janor	-	-
S04.204	the face	khmat	-	-
S04.205	the forehead	shyllangmat	-	-
S04.207	the jaw	tyng-am	the lower part of people's face that moves when they eat	The boxer punched his opponent on the jaw.
S04.208	the cheek	ngáp	-	-
S04.209	the chin	tmoh	-	-
S04.210	the eye	khmat	-	-
S04.212	the eyebrow	ñiuhmat	-	-
S04.213	the eyelid	-	-	-
S04.214	the eyelash	ñiuhmat	-	-
S04.215	to blink	khyllipmat	to shut and open one's eyes quickly	I blinked as i came out into the sunlight.
S04.220	the ear	shkor	-	-
S04.221	the earlobe	-	-	-
S04.222	the earwax	eit-mat	-	-
S04.230	the nose	khmut	-	-
S04.231	the nostril	thliew-khmut	-	-
S04.232	the nasal mucus	eit-'mut	-	-
S04.240	the mouth	ktien,Shyntur	-	-
S04.241	the beak	-	-	-
S04.250	the lip	rmiang shyntur	-	-
S04.260	the tongue	thylliej(u)	-	-
S04.270	the tooth	byniat, bniat	-	-
S04.271	the gums	dohbniat	-	-
S04.272	the molar tooth	bniat-tyngam	-	-
S04.280	the neck	(u) ryndang	-	-
S04.281	the nape of the neck	-	-	-
S04.290	the throat	pdot	-	-
S04.300	the shoulder	tymplia, tyrpeng	-	-
S04.301	the shoulderblade	siang-tyrpeng	-	-
S04.302	the collarbone	rupatylli	-	-
S04.310	the arm	ksangkti	-	-
S04.312	the armpit	poh-tit	-	-
S04.320	the elbow	tymbuit	-	-
S04.321	the wrist	ryndang-kti	-	-
S04.330	the hand	kti	-	-
S04.331	the palm of the hand	sla-kti	-	-
S04.340	the finger	shympriah'ti, kti	-	-
S04.342	the thumb	tikmie	-	-
S04.344	the fingernail	tyrsim, prek	-	-
S04.345	the claw	tyrsim	the sharp curved nail on the toe of an animal or bird	The cat dug his claws into my leg.
S04.350	the leg	kjat, pung-kjat	-	-
S04.351	the thigh	lbong	the top part of the leg, between the knee and the hip	-
S04.352	the calf of the leg	-	-	-
S04.360	the knee	khohsiew	-	-
S04.370	the foot	kjat	-	-
S04.371	the ankle	ryndang-kjat	-	-
S04.372	the heel	khongdong-jat	-	-
S04.374	the footprint	dienjat	-	-
S04.380	the toe	shympriah'jat	-	-
S04.392	the wing	thàp-niang	-	-
S04.393	the feather	snér	-	-
S04.400	the chest	shadem	-	-
S04.410	the breast	jymbuiñ	the breast of a woman	-
S04.412	the nipple or teat	soh-jymbuiñ	-	-
S04.420	the udder	-	the part of a cow/female goat/... that hangs down between its back legs and that produces milk	-
S04.430	the navel	soh-pet(u)	-	-
S04.4310	the belly	kpoh, hep-hep kpoh	-	-
S04.440	the heart	(u) klongsnam	-	-
S04.441	the lung	tor	-	-
S04.450	the liver	dohnúd	-	-
S04.451	the kidney	khyllái	-	-
S04.452	the spleen	khlâb	-	-
S04.460	the stomach	nierbah	(internal organ, not 'belly')	Her stomach could not digest the tough meat.
S04.461	the intestines or guts	snier	-	-
S04.462	the waist	syngkái	-	-
S04.463	the hip	syngkai	-	-
S04.464	the buttocks	l'eit, lyeit	the fleshy part of one's body that people sit on	-
S04.4650	the sinew or tendon	-	-	-
S04.470	the womb	synri	-	-
S04.490	the testicles	pylleng	-	-
S04.492	the penis	thloh, 'loh	-	-
S04.4930	the vagina	ka uid, ka sop	the passage from a woman's outer sexual organs to her womb	-
S04.4940	the vulva	-	the outer part of a woman's sexual organs	-
S04.510	to breathe	ban inháw, pynhiar-mynsiem, pyrsat	-	-
S04.520	to yawn	ban sahám	-	-
S04.521	to hiccough	ban sohkdiah	-	-
S04.530	to cough	ban jyrhoh	-	-
S04.540	to sneeze	ban synriah	-	-
S04.550	to perspire	ban s'ep	-	-
S04.560	to spit	ban biah	-	-
S04.570	to vomit	ban phlei, prie	-	-
S04.580	to bite	ban dait	-	-
S04.590	to lick	ban jliah	-	-
S04.591	to dribble	ban jawduid	to let saliva flow out of one's mouth onto one's chin	Watch out, the baby is dribbling on your shirt!
S04.610	to sleep	ban thiah	-	-
S04.612	to snore	ban kynsnok	-	-
S04.620	to dream	ban phohsniew 	-	-
S04.630	to wake up	ban khie-thiah	(intransitive)	I wake up at seven every morning.
S04.640	to fart	ban ksem	-	-
S04.650	to piss	ban su, ban pi	-	-
S04.660	to shit	ban oh, ban eit	-	-
S04.670	to have sex	ban pakór, ban iakhai	-	-
S04.680	to shiver	ban khynniuh	-	-
S04.690	to bathe	ban lasùm, sum	(intransitive)	She likes to bathe before going to bed.
S04.710	to beget	ban pynioh 	become the father of	-
S04.720	to be born	ban kha	-	-
S04.730	pregnant	ar-met	-	-
S04.732	to conceive	ban pun	-	She conceived her first child while still in england.
S04.740	to be alive	ban im	-	I thought he was dead, but he's still alive.
S04.7410	the life	jingim	-	He had a good long life.
S04.750	to die	ban lap	-	-
S04.7501	dead	lah iap	-	-
S04.751	to drown	lap-jyllop	-	The dog fell into the river and drowned.
S04.760	to kill	ban pyniap		-
S04.770	the corpse	ka metiap	body of a dead human	-
S04.7710	the carcass	ka metiap	body of a dead animal	-
S04.780	to bury	ban tep	bury a dead person	-
S04.790	the grave	jingtep	-	-
S04.810	strong	khlaiñ, khlen-khlen, khôr	-	She's a strong woman and can lift 50 kilos.
S04.820	weak	sator, lwait	-	He's so weak that he cannot even lift 5 kilos.
S04.830	healthy	bhamet, khiah, koit	-	-
S04.840	sick/ill	pang	-	-
S04.841	the fever	khieshit	-	-
S04.842	the goitre/goiter	-	a disease of the thyroid gland that makes one's neck very swollen	-
S04.843	the cold	khriat	the common cold	He caught a cold after swimming in the lake at night.
S04.8440	the disease	jingpang	-	-
S04.850	the wound or sore	prûm, Satrew	-	-
S04.852	the bruise	jingmong	-	-
S04.853	the swelling	jingat	-	-
S04.854	the itch	dait, dkhiat	to scratch an itch	The itch was caused by an insect bite.
S04.8541	to scratch	trúd	-	Don't scratch an insect bite!
S04.855	the blister	-	-	-
S04.856	the boil	(u) tohjáw	a painful infected swelling under someone's skin	The boy's body is covered in boils.
S04.857	the pus	ksuit	-	-
S04.858	the scar	-	-	-
S04.860	to cure	ban pynkhiah	-	The treatment cured the patient's illness.
S04.870	the physician	-	-	-
S04.880	the medicine	dawai	drug, medication	-
S04.890	the poison	bih	-	-
S04.910	tired	lah -thait	-	-
S04.912	to rest	shong-thait	-	-
S04.920	lazy	alhia, jaipdeh	-	-
S04.930	bald	lyndúm, talen	-	-
S04.940	lame	dkoh	-	-
S04.950	deaf	kyllut	-	-
S04.960	mute	-	-	-
S04.970	blind	matlah	-	-
S04.980	drunk	buaid	intoxicated	They became drunk after drinking too much beer.
S04.990	naked	lyngkhuùid	-	The child does not like to wear clothes, and goes around naked.
S04.99904	the cholesterol	-	-	-
S04.99914	to itch	skùiñ	-	-
S05.110	to eat	bâm	(transitive)	The child has eaten the fruit.
S05.120	the food	dana	-	-
S05.121	cooked	ih	(contrasting with 'raw')	Cooked bananas taste even better than raw bananas.
S05.122	raw	-	-	Cooked bananas taste even better than raw bananas.
S05.123	ripe	yáw, ih	-	Unripe bananas have a green colour, whereas ripe bananas are yellow.
S05.124	unripe	im, pleiñ-pleiñ	-	Unripe bananas have a green colour, whereas ripe bananas are yellow.
S05.125	rotten	p'ut	(about fruit)	A rotten apple or mango
S05.130	to drink	ban dih	-	Drink water
S05.140	to be hungry	ban thngan	-	-
S05.141	the famine	nemsniew	-	-
S05.150	to be thirsty	ban thynrang, sliang	-	-
S05.160	to suck	ban kjit, kjup	(transitive)	The baby is sucking milk.
S05.180	to chew	ban ktha	-	This meat is so tough i can hardly chew it!
S05.181	to swallow	ban klùn, ban nguid	-	You need to chew this meat well before you can swallow it.
S05.190	to choke	ban Shár	prevent from breathing (not necessarily leading to death)	The smoke was choking the firefighters./the assailant choked his victim.
S05.210	to cook	ban Shet	(transitive)	She was cooking a soup for her mother.
S05.220	to boil	ban Shot, tiew	(intransitive)	The water is boiling.
S05.230	to roast or fry	ban Sdieh	-	-
S05.240	to bake	-	in an oven, using dry heat' (transitive)	We are baking some bread.
S05.250	the oven	tyndùr	-	-
S05.260	the pot	khiew	a container used for cooking which is round, deep, and usually made of metal	He is cooking soup for the whole family in a big pot.
S05.270	the kettle	(u) ketli	a metal container with a lid, a handle, and a spout (= for pouring), used to boil water	The water is boiling in the kettle.
S05.280	the pan	nar-sdieh	a round and relatively flat metal container used for cooking, with one long handle	-
S05.310	the dish	-	a relatively flat, round vessel from which food is served on the table	-
S05.320	the plate	pliang	a flat and usually round vessel that you eat from	-
S05.330	the bowl	khuri	a concave container that is open at the top, usually used to hold food	-
S05.340	the jug/pitcher	khra	a container for holding and pouring liquids with a handle and a spout	-
S05.350	the cup	khuri, pela	a drinking vessel not made of glass	-
S05.360	the saucer	pirit	a small dish for placing a cup	-
S05.370	the spoon	shamoit	-	He ate the soup with a spoon. 
S05.380	the knife(1)	tari	knife for eating (as opposed to knife used for preparing food)	-
S05.390	the fork	proh	tool used for picking up and eating food, with a handle and three or four points	-
S05.391	the tongs	nap-bania	a tool that consists of two movable bars joined at one end, used to pick up an object	-
S05.410	the meal	-	an occasion when one eats food, for example breakfast or lunch	Dinner is the main meal of the day for most people.
S05.420	the breakfast	jastep	the meal one has in the morning	-
S05.430	the lunch	jasngi	a meal eaten in the middle of the day	-
S05.440	the dinner	jamiet	the main meal of the day, eaten in the middle of the day or in the evening	-
S05.450	the supper	-	the last meal of the evening	-
S05.460	to peel	ban khoh	remove the skin from food or vegetables	This knife is good for peeling potatoes.
S05.470	to sieve or to strain	ban pyjar	separate solid things from a liquid by pouring the mixture through a sieve (= a container with very small holes in it)	She strained the coffee before serving it.
S05.480	to scrape	ban khrûd, khûd	remove something from a surface, using the edge of a knife, stick, etc.	Scrape the carrots and slice them thinly.
S05.490	to stir or to mix	ban king	-	-
S05.510	the bread	-	a common important food made from flour, water, and yeast	-
S05.530	the dough	(u) kpu-im	a mixture of flour and water ready to be baked into bread, pastry etc.	-
S05.540	to knead	-	press a dough many times with one's hands	Knead the dough for three minutes.
S05.550	the flour	(u) kpu-rew	-	-
S05.560	to crush or to grind	phroi	press [grain] in order to break it into very small pieces or powder	-
S05.570	the mill	-	-	-
