S01.770	the ice	बर्फ	barpʰa		A layer of ice formed over the lake.
S01.7710	the arctic lights	आर्टीक प्रकाश	aːrʈiːka prakaːɕa		--
S01.7750	to freeze	गोठणे	goʈʰaɳe		It was so cold tonight that the entire lake froze.
S01.780	the weather	हवामान	havaːmaːn̪a		I hope that tomorrow the weather will be nicer than today.
S01.810	the fire	अग्नी,आग	agn̪iː, aːga		The fire is brightly burning in the fireplace.
S01.820	the flame	ज्योत,ज्वाला	dʒjot̪a, dʒvaːlaː		The flames were so high they reached the helicopter.
S01.830	the smoke	धूर	d̪ʱuːra		Heavy smoke billowed from the burning house.
S01.8310	the steam	वाफ, शक्ति	vaːpʰa, ɕakt̪i		The boiling water filled the room with steam.
S01.840	the ash	राख	raːkʰa		He let the cigarette ash fall on the floor.
S01.841	the embers	निखारे 	n̪ikʰaːre 		--
S01.851	to burn(1)	जाळणे 	dʒaːɭaɳe		She burnt all her ex-boyfriend's old letters.
S01.852	to burn(2)	जळणे	dʒaɭaɳe		Our house is burning! Call the fire fighters!
S01.860	to light	पेटवणे 	peʈavaɳe		She lit a match.
S01.861	to extinguish	विजवणे, मालवणे	vidʒavaɳe, maːlavaɳe		The fire fighters extinguished the fire.
S01.870	the match	आगकाडी	aːgakaːɖiː		--
S01.880	the firewood	जळण	dʒaɭaɳa		The boys collected firewood and built a bonfire.
S01.890	the charcoal	कोळसा	koɭasaː		This fireplace is lit by charcoal, not wood.
S01.99903	the coal	कोळसा	koɭasaː		
S01.99904	the constellation	नक्षत्रांचा समुह	n̪akɕat̪raːn̪tʃaː samuha		
S01.99905	the jade or jadeite	हिरवा मौल्यवान खडा	hiravaː mɔljavaːn̪a kʰaɖaː 		
S01.99907	the river	नदी	n̪ad̪iː		
S01.99910	the spring	वसंत ऋतु	vasan̪t̪a rut̪u		
S02.100	the person	व्यक्ति 	vjakt̪i		This table can be lifted by one person.
S02.210	the man	पुरुष, नर	puruɕa, n̪ara		The man had a long beard.
S02.220	the woman	नारी, स्त्री	n̪aːriː, st̪riː		The woman wore a pretty dress.
S02.230	male(1)	पुरुष, नर	puruɕa, n̪ara	(of humans, cf. 3.12)	I have ten male and twelve female students.
S02.240	female(1)	नारी, स्त्री	n̪aːriː, st̪riː	(of humans, cf. 3.13)	I have ten male and twelve female students.
S02.250	the boy	मुलगा	mulagaː		One day this boy will grow to be a man.
S02.251	the young man	युवक 	juvaka		The young man was not married.
S02.260	the girl	मुलगी	mulagiː		One day this girl will grow to be a woman.
S02.261	the young woman 	युवती 	juvat̪iː		The young woman was not married.
S02.270	the child(1)	बालक, मुले	baːlaka, mule	young human (not kinship term) (cf. 2.43)	Many children were playing in the water. 
S02.280	the baby	तान्हे मूल	t̪aːn̪he muːla	very young human that cannot walk yet	She's still a baby and can only have milk.
S02.310	the husband	पती, नवरा	pat̪iː, n̪avaraː		She married her husband last year.
S02.320	the wife	अर्धंगिनी 	ard̪ʱaŋgin̪iː		He married his wife last year.
S02.330	to marry	विवाह करणे, लग्न करणे	vivaːh karaɳe, lagn̪a karaɳe		She married a man 10 years her junior.
S02.340	the wedding	विवाह सोहळा	vivaːha sohaɭaː		When we were married, a thousand people came to the wedding.
S02.341	the divorce	घटस्फोट, ताटातूट	gʱaʈaspʰoʈa, t̪aːʈaːt̪uːʈa		After the divorce, he married another woman.
S02.350	the father	पिता, बाप,  वडील	pit̪aː, baːpa, vaɖiːla		My father came home late last night.
S02.360	the mother	माता 	maːt̪aː		My mother came home late last night.
S02.370	the parents	आईवडील 	aːivaɖiːla		My parents live in the village.
S02.380	the married man	विवाहित पुरूष 	vivaːhit̪a  puruɕa		As a married man he had more privileges. 
S02.390	the married woman	विवाहित स्त्री	vivaːhit̪a  st̪riː		As a married woman she had more privileges.
S02.410	the son	मुलगा	mulagaː		I have one son and one daughter.
S02.420	the daughter	कन्या, मुलगी	kan̪jaː, mulagiː		I have one son and one daughter.
S02.430	the child(2)	मुल	mula	immediate descendant, son or daughter (kinship term) (cf. 2.27)	I have two children, a son and a daughter.
S02.440	the brother	भाउ	bʱaːu		I have two brothers, one younger and one older than me.
S02.444	the older brother	मोठा भाउ	moʈʰaː bʱaːu		My older brother is married, but my younger brother still lives at home.
S02.445	the younger brother	लहान भाउ	lahaːn̪a  bʱaːu		My older brother is married, but my younger brother still lives at home.
S02.450	the sister	बहीण	bahiːɳa		I have two sisters, one younger and one older than me.
S02.454	the older sister	मोठी बहीण	moʈʰiː baʰiːɳa		My older sister is married, but my younger sister still lives at home.
S02.455	the younger sister	लहान  बहीण	lahaːn̪a  bahiːɳa		My older sister is married, but my younger sister still lives at home.
S02.456	the sibling	भावंड	bʱaːvan̪ɖa		I have two siblings, one brother and one sister.
S02.4561	the older sibling	मोठी भावंड	moʈʰiː bʱaːvan̪ɖa		My older sibling is married, but my younger sibling still lives at home.
S02.4562	the younger sibling	लहान भावंड	lahaːn̪a  bʱaːvan̪ɖa		My older sibling is married, but my younger sibling still lives at home.
S02.458	the twins	जुळे	dʒuɭe		--
S02.460	the grandfather	आजोबा	aːdʒobaː		My grandfather is 80 years old.
S02.461	the old man	म्हातारा	mhaːt̪aːraː		That old man looks like my grandfather.
S02.470	the grandmother	आजी	aːdʒiː		My grandmother is 70 years old.
S02.471	the old woman	म्हातारी	mhaːt̪aːriː		That old woman looks like my grandmother.
S02.4711	the grandparents	आजोबा किंवा आजी	aːdʒobaː kin̪vaː aːdʒiː		Only one of my grandparents is still alive.
S02.480	the grandson	नातू	n̪aːt̪uː		My grandson is 5 years older than my granddaughter.
S02.490	the granddaughter	नात	n̪aːt̪a		My grandson is 5 years older than my granddaughter.
S02.5000	the grandchild	नातवंड	n̪aːt̪avan̪ɖa		By the time she died, she had 23 grandchildren.
S02.510	the uncle	काका	kaːkaː		I have two uncles, one on my father's side and one on my mother's side.
S02.511	the mother's brother	मामा	maːmaː		--
S02.512	the father's brother	काका	kaːkaː		--
S02.520	the aunt	मावशी, काकी	maːvaɕiː, kaːkiː		--
S02.521	the mother's sister	मावशी	maːvaɕiː		--
S02.522	the father's sister	आत्या	aːt̪jaː		--
S02.530	the nephew	पुतण्या, भाचा	put̪aɳjaː, bʱaːtʃaː		--
S02.540	the niece	पुतणी, भाची	put̪aɳiː, bʱaːtʃiː		--
S02.5410	the sibling's child	पुतण्या, पुतणी	put̪aɳja, put̪aɳiː	put̪aɳja for male child, put̪aɳiː for female child	--
S02.550	the cousin	चुलत भाउ, बहीण	tʃulat̪a  bʱaːu, tʃulat̪a  bahiːɳa	tʃulat̪  bʱaːu for male cousin, tʃulat̪  bahiːɳ for female cousin	--
S02.560	the ancestors	पुर्वज	purvadʒa		--
S02.570	the descendants	वंशज	van̪ɕadʒa		--
S02.610	the father-in-law (of a man)	सासरे	saːsare		--
S02.611	the father-in-law (of a woman)	सासरे	saːsare		--
S02.620	the mother-in-law (of a man)	सासू	saːsuː		--
S02.621	the mother-in-law (of a woman)	सासू	saːsuː		--
S02.6220	the parents-in-law	सासू-सासरे	saːsuː - saːsare		--
S02.630	the son-in-law (of a man)	जावई	dʒaːvaiː		--
S02.631	the son-in-law (of a woman)	जावई	dʒaːvaiː		--
S02.640	the daughter-in-law (of a man)	सून	suːn̪a		--
S02.641	the daughter-in-law (of a woman)	सून	suːn̪a		--
S02.6411	the child-in-law	जावई किंवा सून	dʒaːvaiː kivaː suːn̪a		--
S02.6412	the sibling-in-law	भावजी, वहिनी, भावजय	bʱaːvadʒiː, vahin̪iː, bʱaːvadʒaj		--
S02.710	the stepfather	सावत्र पिता	saːvat̪ra pit̪aː		--
S02.720	the stepmother	सावत्र माता 	saːvat̪ra maːt̪aː		--
S02.730	the stepson	सावत्र मुलगा	saːvat̪ra mulgaː		--
S02.740	the stepdaughter	सावत्र मुलगी	saːvat̪ra mulgiː		--
S02.750	the orphan	अनाथ	an̪aːt̪ʰa		--
S02.760	the widow	विधवा	vid̪ʱavaː		--
S02.770	the widower	विधूर	vid̪ʱuːra		--
S02.810	the relatives	नातेवाईक	n̪aːt̪evaːiːka		--
S02.820	the family	कुटुंब	kuʈumba		--
S02.910	I	मी	miː		--
S02.920	you (singular)	तू	t̪uː		--
S02.930	he/she/it	तो/ ती/ ते	t̪o/ t̪iː/ t̪e		--
S02.9310	he	तो	t̪o		--
S02.9320	she	ती	t̪iː		--
S02.9330	it	ते	t̪e		--
S02.940	we	आपण, आम्ही	aːpaɳa, aːmhiː		--
S02.941	we (inclusive)	आपण सारे	aːpaɳa saːre		--
S02.942	we (exclusive)	आपण	aːpaɳa		--
S02.950	you (plural)	तुम्ही	t̪umhiː		--
S02.960	they	ते	t̪e		--
S02.99905	the father-in-law	सासरा	saːsaraː		
S02.99906	the German	जर्मन नागरिक	dʒarman̪a n̪aːgarika		
S02.99907	the Hungarian	हंगरी देशाचा रहिवासी	haŋgariː d̪eɕaːtʃaː rahivaːsiː		
S02.99909	the mother-in-law	सासू	saːsuː		
S02.99916	the spouse	-	-		
S02.99917	the stepchild	सावत्र मुलगा, मुलगी	saːvat̪ra mulagaː, mulagiː		
S03.110	the animal	प्राणी, जनावर	praːɳiː, dʒan̪aːvara		On the small island they found rabbits, foxes, snakes, mice and many other animals.
S03.120	male(2)	पुरुष, प्राण्यातील नर	puruɕ, praːɳjaːtiːl n̪ara	(of animals) cf. 2.23	Only male lions have manes.
S03.130	female(2)	स्त्री, मुलगी, मादी	st̪riː, mulagiː, maːd̪iː	(of animals) cf. 2.24	Only female monkeys look after their offspring.
S03.150	the livestock	गुरेढोरे	gureɖʱore		--
S03.160	the pasture	कुरण, चरण	kuraɳa, tʃaraɳa		--
S03.180	the herdsman	गुराखी	guraːkʰiː		--
S03.190	the stable or stall	तबेला	t̪abelaː		--
S03.200	the cattle	गुरेढोरे	gureɖʱore		--
S03.210	the bull	बैल	bɛːla		--
S03.220	the ox	बैल	bɛːla		--
S03.230	the cow	गाय	gaːj		--
S03.240	the calf	वासरू	vaːsaruː		--
S03.250	the sheep	मेंढरु	men̪ɖʱaru		The farmers raised sheep for wool and milk.
S03.260	the ram	मेंड्ढा	men̪ɖʱaː		--
S03.280	the ewe	मेंढरु	men̪ɖʱaru		--
S03.290	the lamb	कोकरू	kokaruː		--
S03.320	the boar	डुक्कर, वराह	ɖukkara, varaːha		The hunter shot the boar in the forest.
S03.340	the sow	डुकरीण	ɖukariːɳa		--
S03.350	the pig	डुक्कर	ɖukariːɳa		There are three pigs in the sty.
S03.360	the goat	बकरी	bakariː		--
S03.370	the he-goat	बकरा	bakaraː		--
S03.380	the kid	बकरु	bakaru		--
S03.410	the horse	अश्व, घोडा	aɕva, gʱoɖaː		The policeman mounted the horse and rode away.
S03.420	the stallion	नर घोडा	n̪ara gʱoɖaː		--
S03.440	the mare	घोडी	gʱoɖiː		--
S03.450	the foal or colt	शिंगरू	ɕiŋgaruː		--
S03.460	the donkey	गाढव	gaːɖʱava		That donkey is almost as large as a horse.
S03.470	the mule	खेचर	kʰetʃara		--
S03.500	the fowl	पाळीव पक्षी	paːɭiːva pakɕiː		--
S03.520	the cock/rooster	कोंबडा	kombaɖa		The farmer owns ten hens but only two roosters.
S03.540	the hen	कोंबडी 	kombaɖiː		The farmer owns ten hens but only two roosters.
S03.550	the chicken	कोंबडीचे पिल्लू	kombaɖiːtʃe pilluː		--
S03.560	the goose	हंस	han̪sa		--
S03.570	the duck	बदक	bad̪aka		--
S03.580	the nest	घरटे	gʱaraʈe		Many birds build nests in trees.
S03.581	the bird	पक्षी	pakɕiː		--
S03.582	the seagull	समुद्रपक्षी	samud̪ra pakɕiː		--
S03.583	the heron	बगळा	bagaɭaː		--
S03.584	the eagle	गरूड	garuːɖa		--
S03.585	the hawk	बहिरी ससाणा	bahiriː sasaːɳaː		--
S03.586	the vulture	गिधाड	gid̪ʱaːɖa		--
S03.591	the bat	वटवाघूळ	vaʈavaːgʱuːɭa		--
S03.592	the parrot	पोपट	popaʈa		--
S03.593	the crow	कावळा, काक	kaːvaɭaː, kaːka		--
S03.594	the dove	कबुतर	kabut̪ara		--
S03.596	the owl	घुबड 	gʱubaɖa		--
S03.5970	the cormorant 	समुद्रपक्षी	samud̪ra pakɕiː		--
S03.5980	the toucan	मोठ्या चोचेचा पक्षी	moʈʰjaː tʃotʃetʃaː pakɕiː		--
S03.610	the dog	कुत्रा, श्वान	kut̪raː, ɕvaːn̪a		--
S03.614	the rabbit	ससा	sasaː		--
S03.620	the cat	मांजर	man̪dʒara		--
S03.622	the opossum	-	-		--
S03.630	the mouse or rat	उंदीर	un̪d̪iːra		--
S03.650	the fish	मासा	maːsaː		--
S03.652	the fin	कल्ला	kallaː		--
S03.653	the scale	खवले	kʰavale		--
S03.654	the gill	माशाचे श्वसनद्रिय	maːɕaːtʃe ɕvasan̪ad̪rija		--
S03.655	the shell	कवच	kavatʃa		--
S03.661	the shark	शार्क	ɕaːrka		--
S03.662	the porpoise or dolphin	मोठा समुद्र मासा	moʈʰaː samud̪ra maːsaː		--
S03.663	the whale	व्हेल	vʱela		--
S03.664	the stingray	समुद्र मासा	samud̪ra maːsaː		--
S03.665	the freshwater eel	सापा सारखा मासा	saːpaː saːrakʰaː maːsaː		--
S03.710	the wolf	लांडगा	laːn̪ɖagaː		--
S03.720	the lion	सिंह	sin̪ha		--
S03.730	the bear	अस्वल	asvala		--
S03.740	the fox	कोल्हा	kolhaː		--
S03.750	the deer	हरिण	hariɳa		--
S03.760	the monkey	वानर, माकड	vaːn̪ara, maːkaɖa		--
S03.770	the elephant	हत्ती	hat̪t̪iː		--
S03.780	the camel	उंट 	un̪ʈa		--
S03.810	the insect	कीटक, कीडा	kiːʈaka, kiːɖaː		--
S03.811	the head louse	उ	u		--
S03.8112	the body louse	अंगावरची उ	aŋgaːvaratʃiː u		--
S03.812	the nit	उवेचे अंडे	uvetʃe an̪ɖe		--
S03.813	the flea	पिसू	pisuː		--
S03.814	the centipede	गोम	goma		--
S03.815	the scorpion	विंचू	vin̪tʃuː		--
S03.816	the cockroach	झुरळ	dʒʱuraɭa		--
S03.817	the ant	मुंगी	muŋgiː		--
S03.818	the spider	कोळी	koɭiː		--
S03.819	the spider web	कोळीचे जाळे	koɭiːtʃe dʒaɭe		--
S03.820	the bee	मधमाशी	mad̪ʱmaːɕiː		--
S03.821	the beeswax	मधमाश्यानी केलेले मेण	mad̪ʱmaːɕyan̪iː kelele meɳa		--
S03.822	the beehive	पोळे	poɭe		--
S03.823	the wasp	कीडा	kiːɖaː		--
S03.830	the fly	माशी	maːɕiː		--
S03.831	the sandfly or midge or gnat	केमरु	kemaru		--
S03.832	the mosquito	डास, मछर	ɖaːsa, matʃʰara		--
S03.8330	the prawns or shrimp	कोलंबी	kolambiː		--
S03.8340	the termites 	वाळवी	vaːɭaviː		--
S03.8350	the tick	कीटक	kiːʈaka		--
S03.840	the worm	अळी	aɭiː		--
S03.850	the snake	साप	saːpa		--
S03.8620	the coyote	कोल्हा	kolhaː		--
S03.8630	the hare	ससा	sasaː		--
S03.8650	the quail	लहान पक्षी 	lahaːn̪a pakɕiː		--
S03.8660	the raccoon	-	-		--
S03.8690	the squirrel	खार	khaːra		--
S03.8710	the reindeer/caribou	-	-		--
S03.8720	the elk/moose	-	-		--
S03.8730	the beaver	मउ लोकर असलेला प्राणी	-		--
S03.8800	the kangaroo	-	kaːŋgaːruː		--
S03.8900	the anteater	-	-		--
S03.9000	the jaguar	बिबटया	bibaʈjaː		--
S03.910	the firefly	काजवा	kaːdʒavaː		--
S03.9130	the chameleon	सरडा	saraɖaː		--
S03.9170	the buffalo	म्हैस	mhɛsa		--
S03.920	the butterfly	फुलपाखरू	pʰulapaːkʰaruː		--
S03.930	the grasshopper	टोळ, नाकतोडा	ʈoɭa, n̪aːkat̪oɖaː		--
S03.940	the snail	गोगलगाय	gogalagaːj		--
S03.950	the frog	बेडूक	beɖuːka		--
S03.960	the lizard	पाल	paːla		--
S03.970	the crocodile or alligator	मगर	magara		--
S03.980	the turtle	कासव	kaːsava		--
S03.9900	the tapir	-	-		--
S03.8720	the elk/moose	-	-		
S03.99933	the pet	पाळलेला	paːɭalelaː		
S03.99941	the sparrow	चिमणी	tʃimaɳiː		
S03.99942	the tiger	वाघ	vaːgʱa		
S04.110	the body	शरीर, अंग	ɕariːra, aŋga		--
S04.120	the skin or hide	कातडी, त्वचा	kaːt̪aɖiː, t̪vatʃaː		--
S04.130	the flesh	मांस	maːn̪sa		--
S04.140	the hair	केस	kesa		--
S04.142	the beard	दाढी	d̪aːɖʱiː		--
S04.144	the body hair	आंगावरचे केस	aːŋgaːvaratʃe kesa		--
S04.145	the pubic hair	उदर खालील भागा वरचे केस	kesa		--
S04.146	the dandruff	डोक्यातील कोंडा	ɖokjaːt̪iːla kon̪ɖaː		--
S04.150	the blood	रक्त, रक्तवाहिनी	rakt̪a, rakt̪avaːhin̪iː		--
S04.151	the vein or artery	नस	n̪asa		--
S04.160	the bone	हाड, अस्थि	haːɖa, ast̪ʰi		--
S04.162	the rib	बरगडी	baragaɖiː		--
S04.170	the horn	शिंग	ɕiŋga		--
S04.180	the tail	शेपूट	ɕepuːʈa		--
S04.190	the back	पाठ	paːʈʰa		--
S04.191	the spine	कणा	kaɳaː		--
S04.200	the head	डोके	ɖoke		--
S04.201	the temples	कानशील	kaːn̪aɕiːla		--
S04.202	the skull	कवटी	kavaʈiː		--
S04.203	the brain	मेंदू	men̪d̪uː		--
S04.204	the face	चेहरा	tʃeharaː		--
S04.205	the forehead	कपाळ	kapaːɭa		--
S04.207	the jaw	जबडा	dʒabaɖaː		The boxer punched his opponent on the jaw.
S04.208	the cheek	गाल	gaːla		--
S04.209	the chin	हनुवटी	han̪uvaʈiː		--
S04.210	the eye	डोळा, नयन	ɖoɭaː, n̪ajan̪a		--
S04.212	the eyebrow	भुवई	bʱuvaiː 		--
S04.213	the eyelid	पापणी	paːpaɳiː		--
S04.214	the eyelash	पापणीचा केस	paːpaɳiːtʃaː kesa		--
S04.215	to blink	डोळे मिचकावणे	ɖoɭe mitʃakavaɳe		I blinked as I came out into the sunlight.
S04.220	the ear	कान	kaːn̪a		--
S04.221	the earlobe	कानाची पाळी	kaːn̪aːtʃiː paːɭiː		--
S04.222	the earwax	कानातला मळ	kaːn̪at̪alaː maɭa		--
S04.230	the nose	नाक	n̪aːka		--
S04.231	the nostril	नाकपुडी	n̪aːkapuɖiː		--
S04.232	the nasal mucus	-	-		--
S04.240	the mouth	तोंड			--
S04.241	the beak	चोच	tʃotʃa		--
S04.250	the lip	ओठ	oʈʰa		--
S04.260	the tongue	जीभ	dʒiːbʱa		--
S04.270	the tooth	दात	d̪aːt̪a		--
S04.271	the gums	हिरडी	hiraɖiː		--
S04.272	the molar tooth	चरवणाचा दात	tʃaravaɳaːtʃaː d̪aːt̪a		--
S04.280	the neck	मान	maːn̪a		--
S04.281	the nape of the neck	मानेची मागील बाजू	maːn̪etʃiː maːgiːl baːdʒuː		--
S04.290	the throat	घसा	gʱasaː		--
S04.300	the shoulder	खांदा	kʰaːn̪d̪aː		--
S04.301	the shoulderblade	फरा	pʰaraː		--
S04.302	the collarbone	गळ्याचे हाड	gaɭjaːtʃe haːɖa		--
S04.310	the arm	बाहू, दंड	baːhuː, d̪an̪ɖa		--
S04.312	the armpit	खाक	kʰaːka		--
S04.320	the elbow	कोपर	kopara		--
S04.321	the wrist	मनगट	man̪agaʈa		--
S04.330	the hand	हात, कर	haːt̪a, kara		--
S04.331	the palm of the hand	तळवा, पंजा	t̪aɭavaː, pan̪dʒaː		--
S04.340	the finger	बोट	boʈa		--
S04.342	the thumb	अंगठा	aŋgaʈʰaː		--
S04.344	the fingernail	बोटांची नखे	boʈaːn̪tʃiː n̪akʰe		--
S04.345	the claw	पंजा	pan̪dʒaː		The cat dug his claws into my leg.
S04.350	the leg	पाय	paːja		--
S04.351	the thigh	मांडी	maːn̪ɖiː		--
S04.352	the calf of the leg	पोट्री	potriː		--
S04.360	the knee	गुडघा	guɖagʱa		--
S04.370	the foot	पाउल	paːula		--
S04.371	the ankle	पायाचा घोटा	paːjaːtʃaː gʱoʈaː		--
S04.372	the heel	टाच	ʈaːtʃa		--
S04.374	the footprint	पावलाचा ठसा	paːvalaːtʃaː ʈʰasaː		--
S04.380	the toe	पायाचे बोट	paːjaːtʃe boʈa		--
S04.392	the wing	पंख	paŋkʰa		--
S04.393	the feather	पीस	piːsa		--
S04.400	the chest	छाती	tʃʰaːt̪iː		--
S04.410	the breast	स्तन,  वक्ष	st̪an̪a, vakɕa		--
S04.412	the nipple or teat	स्तनाग्र	st̪an̪aːgra		--
S04.420	the udder	ओटी, कास	oʈiː, kaːsa		--
S04.430	the navel	बेंबी, नाभी	bembiː, n̪aːbʱiː		--
S04.4310	the belly	पोट, उदर	poʈa, ud̪ara		--
S04.440	the heart	काळीज	kaːɭiːdʒa		--
S04.441	the lung	फुफूस	pʰupʰuːsa		--
S04.450	the liver	यकृत	jakrut̪a		--
S04.451	the kidney	मुत्रपिंड	mutrapin̪ɖa		--
S04.452	the spleen	प्लीहा	pliːhaː		--
S04.460	the stomach	पोट, जठर	poʈa, dʒaʈʰara		Her stomach could not digest the tough meat.
S04.461	the intestines or guts	कोथळ	kot̪ʰaɭa		--
S04.462	the waist	कंबर	kambara		--
S04.463	the hip	नितंब	n̪it̪amba		--
S04.464	the buttocks	डुंगण	ɖʱuŋgaɳa		--
S04.4650	the sinew or tendon	स्नायू बंध	sn̪aːjuː ban̪d̪ʱa		--
S04.470	the womb	गर्भाशय	garbʱaːɕaja		--
S04.490	the testicles	अंड	an̪ɖa		--
S04.492	the penis	चोट, लंड, पुरुषाचे जनेनद्रिय	tʃoʈa, lan̪ɖa , puruːʂaːtʃe dʒan̪en̪d̪rija		--
S04.4930	the vagina	स्त्रीचे जनेनद्रिय	striːtʃe dʒan̪en̪d̪rija		--
S04.4940	the vulva	स्त्रीचे  बाह्य जनेनद्रिय	striːtʃe baːhja dʒan̪en̪d̪rija		--
S04.510	to breathe	श्वास घेणे	ɕvaːsa gʱeɳe		--
S04.520	to yawn	जांभई देणे	dʒaːmbʱaiː d̪eɳe		--
S04.521	to hiccough	उचकी लागणे	utʃakiː laːgaɳe		--
S04.530	to cough	खोकणे, ठसकणे	kʰokaɳe, ʈʰasakaɳe		--
S04.540	to sneeze	शिंकणे	ɕiŋkaɳe		--
S04.550	to perspire	घाम येणे	gʱaːm jeɳe		--
S04.560	to spit	थुंकणे	t̪ʰuŋkaɳe		--
