ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
13-350-239-1,rotu1241,Rotuman,1529,fakmuri,Phonemic,last,churchward1940;geraghty1995,muri means 'buttocks' 04.464.,,
13-340-239-1,rotu1241,Rotuman,728,mumua,Phonemic,first,churchward1940;geraghty1995,,,
13-340-239-3,rotu1241,Rotuman,728,ʔon tā,Phonemic,first,churchward1940;geraghty1995,,,
13-330-239-1,rotu1241,Rotuman,1580,ʔatā,Phonemic,"alone, only",churchward1940;geraghty1995,,,
13-330-239-3,rotu1241,Rotuman,1580,ʔesea,Phonemic,"alone, only",churchward1940;geraghty1995,,,
13-240-239-1,rotu1241,Rotuman,816,[hafa],Phonemic,half,churchward1940;geraghty1995,,,
13-240-239-3,rotu1241,Rotuman,816,væeaŋ rua,Phonemic,half,churchward1940;geraghty1995,,,
13-230-239-1,rotu1241,Rotuman,779,utu,Phonemic,"part, piece",churchward1940;geraghty1995,,,
13-220-239-1,rotu1241,Rotuman,1624,tafa,Phonemic,empty,churchward1940;geraghty1995,,,
13-220-239-3,rotu1241,Rotuman,1624,ofi,Phonemic,empty,churchward1940;geraghty1995,,,
13-220-239-5,rotu1241,Rotuman,1624,vaŋa,Phonemic,empty,churchward1940;geraghty1995,,,
13-220-239-7,rotu1241,Rotuman,1624,ŋao-ŋao,Phonemic,empty,churchward1940;geraghty1995,,,
13-210-239-1,rotu1241,Rotuman,1429,hoi,Phonemic,full,churchward1940;geraghty1995,,,
13-190-239-1,rotu1241,Rotuman,2023,rɔfu,Phonemic,"multitude, crowd",churchward1940;geraghty1995,,,
13-190-239-3,rotu1241,Rotuman,2023,maʔoi,Phonemic,"multitude, crowd",churchward1940;geraghty1995,,,
13-181-239-1,rotu1241,Rotuman,1241,ʔe ʔon rereŋe,Phonemic,some,churchward1940;geraghty1995,,,
13-170-239-1,rotu1241,Rotuman,1242,meaʔmeʔa,Phonemic,"little (quantity), few",churchward1940;geraghty1995,Latter means 'few'.,,
13-170-239-3,rotu1241,Rotuman,1242,heua,Phonemic,"little (quantity), few",churchward1940;geraghty1995,Latter means 'few'.,,
13-180-239-1,rotu1241,Rotuman,1881,vɔhi,Phonemic,enough,churchward1940;geraghty1995,,,
13-180-239-3,rotu1241,Rotuman,1881,tau lelei,Phonemic,enough,churchward1940;geraghty1995,,,
13-160-239-1,rotu1241,Rotuman,1992,te aʔa,Phonemic,more,churchward1940;geraghty1995,,,
13-150-239-1,rotu1241,Rotuman,1198,tiʔu,Phonemic,"much, many",churchward1940;geraghty1995,,,
13-150-239-3,rotu1241,Rotuman,1198,maʔoi,Phonemic,"much, many",churchward1940;geraghty1995,,,
13-140-239-1,rotu1241,Rotuman,98,ʔatakoa,Phonemic,"every, all",churchward1940;geraghty1995,,,
13-107-239-1,rotu1241,Rotuman,1420,hata,Phonemic,count,churchward1940;geraghty1995,,,
13-106-239-1,rotu1241,Rotuman,1843,æfe,Phonemic,thousand,churchward1940;geraghty1995,,,
13-105-239-1,rotu1241,Rotuman,1634,tarau,Phonemic,hundred,churchward1940;geraghty1995,,,
13-104-239-1,rotu1241,Rotuman,1710,ruaŋhulu,Phonemic,twenty,churchward1940;geraghty1995,,,
13-103-239-1,rotu1241,Rotuman,1709,saŋhul-ma-lima,Phonemic,fifteen,churchward1940;geraghty1995,,,
13-102-239-1,rotu1241,Rotuman,1707,saŋhul-ma-rua,Phonemic,twelve,churchward1940;geraghty1995,,,
13-101-239-1,rotu1241,Rotuman,1706,saŋhul-ma-tā,Phonemic,eleven,churchward1940;geraghty1995,,,
13-100-239-1,rotu1241,Rotuman,1515,saŋhulu,Phonemic,ten,churchward1940;geraghty1995,,,
13-90-239-1,rotu1241,Rotuman,1483,siva,Phonemic,nine,churchward1940;geraghty1995,,,
13-80-239-1,rotu1241,Rotuman,1705,vɔlu,Phonemic,eight,churchward1940;geraghty1995,,,
13-70-239-1,rotu1241,Rotuman,1704,hifu,Phonemic,seven,churchward1940;geraghty1995,,,
13-60-239-1,rotu1241,Rotuman,1703,ono,Phonemic,six,churchward1940;geraghty1995,,,
13-50-239-1,rotu1241,Rotuman,493,lima,Phonemic,five,churchward1940;geraghty1995,,,
13-40-239-1,rotu1241,Rotuman,1500,hæke,Phonemic,four,churchward1940;geraghty1995,,,
13-20-239-1,rotu1241,Rotuman,1498,rua,Phonemic,two,churchward1940;geraghty1995,,,
13-30-239-1,rotu1241,Rotuman,492,folu,Phonemic,three,churchward1940;geraghty1995,,,
13-10-239-1,rotu1241,Rotuman,1493,tā,Phonemic,one,churchward1940;geraghty1995,,,
13-0-239-1,rotu1241,Rotuman,1294,[ʔō],Phonemic,"zero, nothing",churchward1940;geraghty1995,From English 'o'.,,
12-930-239-1,rotu1241,Rotuman,1264,iu,Phonemic,change,churchward1940;geraghty1995,,,
12-920-239-1,rotu1241,Rotuman,1558,faka,Phonemic,"like, similar",churchward1940;geraghty1995,,,
12-920-239-3,rotu1241,Rotuman,1558,ɔri,Phonemic,"like, similar",churchward1940;geraghty1995,,,
12-840-239-1,rotu1241,Rotuman,1048,ɔfu,Phonemic,line,churchward1940;geraghty1995,,,
12-850-239-1,rotu1241,Rotuman,1667,palaŋa,Phonemic,hole,churchward1940;geraghty1995,,,
12-830-239-1,rotu1241,Rotuman,1845,[poro],Phonemic,"sphere, ball",churchward1940;geraghty1995,,,
12-810-239-1,rotu1241,Rotuman,1395,kɔl-kɔlu,Phonemic,round,churchward1940;geraghty1995,,,
12-780-239-1,rotu1241,Rotuman,850,fuafua,Phonemic,square,churchward1940;geraghty1995,,,
12-770-239-1,rotu1241,Rotuman,1367,ʔɔi fakrava,Phonemic,cross,churchward1940;geraghty1995,,,
12-760-239-1,rotu1241,Rotuman,192,fua,Phonemic,corner,churchward1940;geraghty1995,,,
12-760-239-3,rotu1241,Rotuman,192,piu,Phonemic,corner,churchward1940;geraghty1995,,,
12-750-239-1,rotu1241,Rotuman,1071,fei,Phonemic,hook,churchward1940;geraghty1995,,,
12-740-239-1,rotu1241,Rotuman,297,fei,Phonemic,crooked,churchward1940;geraghty1995,,,
12-730-239-1,rotu1241,Rotuman,1404,roči,Phonemic,straight,churchward1940;geraghty1995,,,
12-730-239-3,rotu1241,Rotuman,1404,nočo,Phonemic,straight,churchward1940;geraghty1995,,,
12-710-239-1,rotu1241,Rotuman,1633,teap-tepa,Phonemic,flat,churchward1940;geraghty1995,,,
12-680-239-1,rotu1241,Rotuman,193,ʔelʔele,Phonemic,shallow,churchward1940;geraghty1995,,,
12-670-239-1,rotu1241,Rotuman,1593,lala,Phonemic,deep,churchward1940;geraghty1995,,,
12-650-239-1,rotu1241,Rotuman,2249,mahini,Phonemic,thin (in dimension),churchward1940;geraghty1995,,,
12-630-239-1,rotu1241,Rotuman,1244,mafolu,Phonemic,thick (in dimension),churchward1940;geraghty1995,,,
12-620-239-1,rotu1241,Rotuman,1267,ʔele,Phonemic,narrow,churchward1940;geraghty1995,,,
12-620-239-3,rotu1241,Rotuman,1267,foʔe,Phonemic,narrow,churchward1940;geraghty1995,,,
12-610-239-1,rotu1241,Rotuman,1243,tafa,Phonemic,"wide, broad",churchward1940;geraghty1995,,,
12-610-239-3,rotu1241,Rotuman,1243,ofrau,Phonemic,"wide, broad",churchward1940;geraghty1995,,,
12-590-239-1,rotu1241,Rotuman,1645,luka,Phonemic,short,churchward1940;geraghty1995,,,
12-580-239-1,rotu1241,Rotuman,711,lamlama,Phonemic,tall,churchward1940;geraghty1995,,,
12-570-239-1,rotu1241,Rotuman,1203,roa,Phonemic,long,churchward1940;geraghty1995,,,
12-560-239-1,rotu1241,Rotuman,1246,meaʔmeʔa,Phonemic,"small, little",churchward1940;geraghty1995,Latter is plural form.,,
12-560-239-3,rotu1241,Rotuman,1246,ririʔi,Phonemic,"small, little",churchward1940;geraghty1995,Latter is plural form.,,
12-550-239-1,rotu1241,Rotuman,1202,tiʔu,Phonemic,"large, big",churchward1940;geraghty1995,,,
12-541-239-1,rotu1241,Rotuman,81,anika,Phonemic,"span, fathom",churchward1940;geraghty1995,Respectively: 'span'; 'fathom'.,,
12-541-239-3,rotu1241,Rotuman,81,aŋa,Phonemic,"span, fathom",churchward1940;geraghty1995,Respectively: 'span'; 'fathom'.,,
12-540-239-1,rotu1241,Rotuman,1506,foho,Phonemic,measure,churchward1940;geraghty1995,,,
12-530-239-1,rotu1241,Rotuman,479,fupu,Phonemic,grow,churchward1940;geraghty1995,,,
12-480-239-1,rotu1241,Rotuman,1595,[saot],Phonemic,south,churchward1940;geraghty1995,From English 'south'.,,
12-470-239-1,rotu1241,Rotuman,1598,[not],Phonemic,north,churchward1940;geraghty1995,From English 'north'.,,
12-460-239-1,rotu1241,Rotuman,1817,[ues],Phonemic,west,churchward1940;geraghty1995,From English 'west'.,,
12-450-239-1,rotu1241,Rotuman,1877,[is],Phonemic,east,churchward1940;geraghty1995,From English 'east'.,,
12-430-239-1,rotu1241,Rotuman,1942,ʔelʔele,Phonemic,near (adv),churchward1940;geraghty1995,,,
12-440-239-1,rotu1241,Rotuman,1406,sousou,Phonemic,far (adv),churchward1940;geraghty1995,,,
12-420-239-1,rotu1241,Rotuman,244,koko,Phonemic,left (side),churchward1940;geraghty1995,,,
12-420-239-3,rotu1241,Rotuman,244,sema,Phonemic,left (side),churchward1940;geraghty1995,,,
12-410-239-1,rotu1241,Rotuman,1019,ʔatmai,Phonemic,right (side),churchward1940;geraghty1995,"Cf. 'right, correct' 16.730.",,
12-410-239-3,rotu1241,Rotuman,1019,nočo,Phonemic,right (side),churchward1940;geraghty1995,"Cf. 'right, correct' 16.730.",,
12-370-239-1,rotu1241,Rotuman,1093,una,Phonemic,"middle, center",churchward1940;geraghty1995,,,
12-360-239-1,rotu1241,Rotuman,682,hanhapa,Phonemic,side,churchward1940;geraghty1995,,,
12-360-239-3,rotu1241,Rotuman,682,vakvaka,Phonemic,side,churchward1940;geraghty1995,,,
12-353-239-1,rotu1241,Rotuman,863,fua,Phonemic,edge,churchward1940;geraghty1995,,,
12-352-239-1,rotu1241,Rotuman,372,is ʔā,Phonemic,pointed,churchward1940;geraghty1995,,,
12-350-239-1,rotu1241,Rotuman,742,utu,Phonemic,end,churchward1940;geraghty1995,,,
12-340-239-1,rotu1241,Rotuman,690,huni,Phonemic,bottom,churchward1940;geraghty1995,,,
12-340-239-3,rotu1241,Rotuman,690,čio,Phonemic,bottom,churchward1940;geraghty1995,,,
12-320-239-1,rotu1241,Rotuman,721,ʔe,Phonemic,low,churchward1940;geraghty1995,,,
12-320-239-3,rotu1241,Rotuman,721,ʔele,Phonemic,low,churchward1940;geraghty1995,,,
12-330-239-1,rotu1241,Rotuman,1753,rere,Phonemic,top,churchward1940;geraghty1995,,,
12-330-239-3,rotu1241,Rotuman,1753,uluŋa,Phonemic,top,churchward1940;geraghty1995,,,
12-310-239-1,rotu1241,Rotuman,1265,lamlama,Phonemic,high,churchward1940;geraghty1995,,,
12-270-239-1,rotu1241,Rotuman,602,næe,Phonemic,"hide, conceal",churchward1940;geraghty1995,,,
12-250-239-1,rotu1241,Rotuman,1046,pā,Phonemic,"shut, close",churchward1940;geraghty1995,,,
12-260-239-1,rotu1241,Rotuman,761,fau,Phonemic,cover,churchward1940;geraghty1995,,,
12-260-239-3,rotu1241,Rotuman,761,kukulu,Phonemic,cover,churchward1940;geraghty1995,,,
12-240-239-1,rotu1241,Rotuman,1156,sæe,Phonemic,open,churchward1940;geraghty1995,,,
12-240-239-3,rotu1241,Rotuman,1156,huʔe,Phonemic,open,churchward1940;geraghty1995,,,
12-232-239-1,rotu1241,Rotuman,1119,væe,Phonemic,divide,churchward1940;geraghty1995,,,
12-230-239-1,rotu1241,Rotuman,1359,væe,Phonemic,separate,churchward1940;geraghty1995,,,
12-220-239-1,rotu1241,Rotuman,1743,taunɔʔi,Phonemic,"join, unite",churchward1940;geraghty1995,,,
12-213-239-1,rotu1241,Rotuman,1576,tanɔki,Phonemic,pile up,churchward1940;geraghty1995,,,
12-213-239-3,rotu1241,Rotuman,1576,hoʔi,Phonemic,pile up,churchward1940;geraghty1995,,,
12-212-239-1,rotu1241,Rotuman,371,fui,Phonemic,pick up,churchward1940;geraghty1995,,,
12-210-239-1,rotu1241,Rotuman,7,fakputu,Phonemic,"collect, gather",churchward1940;geraghty1995,,,
12-170-239-1,rotu1241,Rotuman,838,tore,Phonemic,"remains, left overs",churchward1940;geraghty1995,,,
12-160-239-1,rotu1241,Rotuman,987,fuʔu,Phonemic,"remain, stay",churchward1940;geraghty1995,,,
12-150-239-1,rotu1241,Rotuman,1442,fū,Phonemic,stand,churchward1940;geraghty1995,,,
12-140-239-1,rotu1241,Rotuman,215,taka,Phonemic,lie down,churchward1940;geraghty1995,,,
12-130-239-1,rotu1241,Rotuman,1416,pæe,Phonemic,sit,churchward1940;geraghty1995,,,
12-130-239-3,rotu1241,Rotuman,1416,noho,Phonemic,sit,churchward1940;geraghty1995,,,
12-120-239-1,rotu1241,Rotuman,998,tuku,Phonemic,put,churchward1940;geraghty1995,,,
12-120-239-3,rotu1241,Rotuman,998,nā,Phonemic,put,churchward1940;geraghty1995,,,
12-110-239-1,rotu1241,Rotuman,723,tekæe,Phonemic,place,churchward1940;geraghty1995,,,
12-80-239-1,rotu1241,Rotuman,1591,ʔe rere,Phonemic,"up, above",churchward1940;geraghty1995,,,
12-70-239-1,rotu1241,Rotuman,1485,ʔe fɔni,Phonemic,under,churchward1940;geraghty1995,,,
12-60-239-1,rotu1241,Rotuman,762,ʔe sisi,Phonemic,outside,churchward1940;geraghty1995,,,
12-50-239-1,rotu1241,Rotuman,1606,laloŋa,Phonemic,"inside, in",churchward1940;geraghty1995,,,
12-41-239-1,rotu1241,Rotuman,1883,mua,Phonemic,front,churchward1940;geraghty1995,,,
12-40-239-1,rotu1241,Rotuman,1882,mumua,Phonemic,before,churchward1940;geraghty1995,,,
12-30-239-1,rotu1241,Rotuman,2094,sio,Phonemic,"down, below",churchward1940;geraghty1995,,,
12-30-239-3,rotu1241,Rotuman,2094,ʔe lopo,Phonemic,"down, below",churchward1940;geraghty1995,,,
12-30-239-5,rotu1241,Rotuman,2094,ʔe fɔni,Phonemic,"down, below",churchward1940;geraghty1995,,,
12-20-239-1,rotu1241,Rotuman,1816,vakvaka,Phonemic,beside,churchward1940;geraghty1995,,,
12-11-239-1,rotu1241,Rotuman,1686,muri,Phonemic,behind,churchward1940;geraghty1995,First form means 'buttocks' 04.464.,,
12-11-239-3,rotu1241,Rotuman,1686,ʔe fɔʔu,Phonemic,behind,churchward1940;geraghty1995,First form means 'buttocks' 04.464.,,
12-10-239-1,rotu1241,Rotuman,1685,fakmuri,Phonemic,after,churchward1940;geraghty1995,,,
11-920-239-1,rotu1241,Rotuman,1098,foho,Phonemic,weigh,churchward1940;geraghty1995,,,
11-910-239-1,rotu1241,Rotuman,884,væe,Phonemic,share (distribute),churchward1940;geraghty1995,,,
11-890-239-1,rotu1241,Rotuman,1887,töŋ vavhina,Phonemic,cheap,churchward1940;geraghty1995,,,
11-880-239-1,rotu1241,Rotuman,1426,töŋ tiʔu,Phonemic,"dear (costly, expensive)",churchward1940;geraghty1995,,,
11-870-239-1,rotu1241,Rotuman,657,toŋi,Phonemic,price,churchward1940;geraghty1995,,,
11-860-239-1,rotu1241,Rotuman,752,koroa,Phonemic,"store, shop",churchward1940;geraghty1995,,,
11-850-239-1,rotu1241,Rotuman,633,[makete],Phonemic,market (place),churchward1940;geraghty1995,,,
11-840-239-1,rotu1241,Rotuman,1082,leʔ töŋ-ʔæk tē,Phonemic,merchant,churchward1940;geraghty1995,,,
11-830-239-1,rotu1241,Rotuman,2135,toŋi,Phonemic,"trade, barter",churchward1940;geraghty1995,,,
11-820-239-1,rotu1241,Rotuman,1571,töŋ-ʔɔki,Phonemic,sell,churchward1940;geraghty1995,,,
11-810-239-1,rotu1241,Rotuman,1869,toŋi,Phonemic,buy,churchward1940;geraghty1995,,,
11-780-239-1,rotu1241,Rotuman,1122,fɔʔi,Phonemic,wages,churchward1940;geraghty1995,,,
11-770-239-1,rotu1241,Rotuman,856,[lisi],Phonemic,hire,churchward1940;geraghty1995,From English 'lease'.,,
11-690-239-1,rotu1241,Rotuman,873,fatoŋia,Phonemic,"tax, tribute",churchward1940;geraghty1995,,,
11-660-239-1,rotu1241,Rotuman,1081,fakrau,Phonemic,"account, reckoning",churchward1940;geraghty1995,,,
11-650-239-1,rotu1241,Rotuman,718,toŋi,Phonemic,pay (vb),churchward1940;geraghty1995,,,
11-640-239-1,rotu1241,Rotuman,1914,[tinau],Phonemic,debt,churchward1940;geraghty1995,From Fijian dinau.,,
11-630-239-1,rotu1241,Rotuman,369,[tinau],Phonemic,owe,churchward1940;geraghty1995,From Fijian dinau.,,
11-620-239-1,rotu1241,Rotuman,1823,teka,Phonemic,borrow,churchward1940;geraghty1995,,,
11-540-239-1,rotu1241,Rotuman,1774,ʔurū,Phonemic,"avaricious, stingy",churchward1940;geraghty1995,,,
11-540-239-3,rotu1241,Rotuman,1774,huaŋ küm,Phonemic,"avaricious, stingy",churchward1940;geraghty1995,,,
11-520-239-1,rotu1241,Rotuman,1674,keia,Phonemic,poor,churchward1940;geraghty1995,,,
11-510-239-1,rotu1241,Rotuman,712,ʔes koroa,Phonemic,rich,churchward1940;geraghty1995,,,
11-440-239-1,rotu1241,Rotuman,1867,[selene],Phonemic,coin,churchward1940;geraghty1995,,,
11-430-239-1,rotu1241,Rotuman,1559,[selene],Phonemic,money,churchward1940;geraghty1995,From English 'shilling'; 'money'.,,
11-430-239-3,rotu1241,Rotuman,1559,[monē],Phonemic,money,churchward1940;geraghty1995,From English 'shilling'; 'money'.,,
11-340-239-1,rotu1241,Rotuman,1095,sai,Phonemic,"release, let go",churchward1940;geraghty1995,,,
11-330-239-1,rotu1241,Rotuman,1660,mao,Phonemic,lose,churchward1940;geraghty1995,,,
11-320-239-1,rotu1241,Rotuman,719,ræe,Phonemic,find,churchward1940;geraghty1995,,,
11-310-239-1,rotu1241,Rotuman,1468,ao,Phonemic,"seek, look for",churchward1940;geraghty1995,,,
11-280-239-1,rotu1241,Rotuman,44,mane-ʔɔki,Phonemic,"harm, injure, damage",churchward1940;geraghty1995,,,
11-280-239-3,rotu1241,Rotuman,44,raʔo-a,Phonemic,"harm, injure, damage",churchward1940;geraghty1995,,,
11-270-239-1,rotu1241,Rotuman,681,aʔ-raksaʔ-ɔki,Phonemic,destroy,churchward1940;geraghty1995,Also 'demolish' huɔr-ʔɔki.,,
11-270-239-3,rotu1241,Rotuman,681,maneʔɔki,Phonemic,destroy,churchward1940;geraghty1995,Also 'demolish' huɔr-ʔɔki.,,
11-250-239-1,rotu1241,Rotuman,2008,aʔ-mauri,Phonemic,"save, rescue",churchward1940;geraghty1995,,,
11-250-239-3,rotu1241,Rotuman,2008,sɔiʔɔki,Phonemic,"save, rescue",churchward1940;geraghty1995,,,
11-240-239-1,rotu1241,Rotuman,1997,æf-ʔɔki,Phonemic,"preserve, look after",churchward1940;geraghty1995,,,
11-220-239-1,rotu1241,Rotuman,85,hö-ʔɔki,Phonemic,give back,churchward1940;geraghty1995,,,
11-210-239-1,rotu1241,Rotuman,1447,nā,Phonemic,give,churchward1940;geraghty1995,,,
11-180-239-1,rotu1241,Rotuman,738,tē,Phonemic,thing,churchward1940;geraghty1995,,,
11-170-239-1,rotu1241,Rotuman,1477,æf-ʔɔki,Phonemic,"keep, retain",churchward1940;geraghty1995,,,
11-160-239-1,rotu1241,Rotuman,694,poʔo-m,Phonemic,"get, obtain",churchward1940;geraghty1995,,,
11-150-239-1,rotu1241,Rotuman,1448,sapo,Phonemic,hold,churchward1940;geraghty1995,,,
11-140-239-1,rotu1241,Rotuman,2021,sasapo,Phonemic,"seize, grasp",churchward1940;geraghty1995,,,
11-140-239-3,rotu1241,Rotuman,2021,hau,Phonemic,"seize, grasp",churchward1940;geraghty1995,,,
11-130-239-1,rotu1241,Rotuman,1749,hoʔa,Phonemic,take,churchward1940;geraghty1995,,,
11-120-239-1,rotu1241,Rotuman,684,ʔese,Phonemic,"own, possess",churchward1940;geraghty1995,,,
11-110-239-1,rotu1241,Rotuman,773,ʔese,Phonemic,have,churchward1940;geraghty1995,,,
10-920-239-1,rotu1241,Rotuman,1922,foʔa,Phonemic,land (vb),churchward1940;geraghty1995,,,
10-910-239-1,rotu1241,Rotuman,610,fɔviŋa,Phonemic,"harbor, port",churchward1940;geraghty1995,,,
10-890-239-1,rotu1241,Rotuman,1870,fɔvi,Phonemic,anchor,churchward1940;geraghty1995,,,
10-880-239-1,rotu1241,Rotuman,786,læe,Phonemic,sail (noun),churchward1940;geraghty1995,,,
10-870-239-1,rotu1241,Rotuman,184,pou,Phonemic,mast,churchward1940;geraghty1995,,,
10-860-239-1,rotu1241,Rotuman,108,rös uli,Phonemic,rudder,churchward1940;geraghty1995,,,
10-852-239-1,rotu1241,Rotuman,1849,sua,Phonemic,row (vb),churchward1940;geraghty1995,,,
10-851-239-1,rotu1241,Rotuman,234,hose,Phonemic,paddle (noun),churchward1940;geraghty1995,,,
10-850-239-1,rotu1241,Rotuman,108,hose,Phonemic,oar,churchward1940;geraghty1995,,,
10-840-239-1,rotu1241,Rotuman,1664,[rafa],Phonemic,raft,churchward1940;geraghty1995,,,
10-832-239-1,rotu1241,Rotuman,416,sama,Phonemic,outrigger,churchward1940;geraghty1995,,,
10-831-239-1,rotu1241,Rotuman,1970,vaka,Phonemic,canoe,churchward1940;geraghty1995,,,
10-830-239-1,rotu1241,Rotuman,1844,vaka,Phonemic,boat,churchward1940;geraghty1995,,,
10-810-239-1,rotu1241,Rotuman,740,ʔahɔi,Phonemic,ship,churchward1940;geraghty1995,,,
10-810-239-3,rotu1241,Rotuman,740,[tima],Phonemic,ship,churchward1940;geraghty1995,,,
10-780-239-1,rotu1241,Rotuman,14,ʔihauŋa,Phonemic,yoke,churchward1940;geraghty1995,,,
10-760-239-1,rotu1241,Rotuman,710,tokiri,Phonemic,wheel,churchward1940;geraghty1995,,,
10-750-239-1,rotu1241,Rotuman,122,hat tokiri,Phonemic,"carriage, wagon, cart",churchward1940;geraghty1995,See 'roll' 10.150; 'wheel' 10.760.,,
10-740-239-1,rotu1241,Rotuman,1011,[piriči],Phonemic,bridge,churchward1940;geraghty1995,,,
10-720-239-1,rotu1241,Rotuman,2252,sala,Phonemic,path,churchward1940;geraghty1995,,,
10-710-239-1,rotu1241,Rotuman,667,sala,Phonemic,road,churchward1940;geraghty1995,,,
10-670-239-1,rotu1241,Rotuman,1452,keu,Phonemic,"push, shove",churchward1940;geraghty1995,,,
10-660-239-1,rotu1241,Rotuman,367,hoti,Phonemic,ride,churchward1940;geraghty1995,,,
10-650-239-1,rotu1241,Rotuman,741,hoʔa,Phonemic,drive,churchward1940;geraghty1995,,,
10-640-239-1,rotu1241,Rotuman,43,tɔki,Phonemic,lead (vb),churchward1940;geraghty1995,,,
10-640-239-3,rotu1241,Rotuman,43,mua-ʔɔki,Phonemic,lead (vb),churchward1940;geraghty1995,,,
10-630-239-1,rotu1241,Rotuman,1127,eʔa,Phonemic,send,churchward1940;geraghty1995,,,
10-630-239-3,rotu1241,Rotuman,1127,nā,Phonemic,send,churchward1940;geraghty1995,,,
10-620-239-1,rotu1241,Rotuman,692,hoʔame,Phonemic,bring,churchward1940;geraghty1995,,,
10-615-239-1,rotu1241,Rotuman,415,kɔʔu,Phonemic,carry-underarm,churchward1940;geraghty1995,,,
10-613-239-1,rotu1241,Rotuman,413,tole,Phonemic,carry-on-shoulder,churchward1940;geraghty1995,,,
10-612-239-1,rotu1241,Rotuman,412,ʔɔvi,Phonemic,carry-in-hand,churchward1940;geraghty1995,,,
10-610-239-1,rotu1241,Rotuman,700,hoʔa,Phonemic,carry (bear),churchward1940;geraghty1995,,,
10-610-239-3,rotu1241,Rotuman,700,ʔapo,Phonemic,carry (bear),churchward1940;geraghty1995,,,
10-570-239-1,rotu1241,Rotuman,749,suru,Phonemic,enter,churchward1940;geraghty1995,,,
